""	"output_series_d18O"	"output_series_d13C"
-66.715	0.713124228	1.2392816169
-66.71	0.764843794	1.2826754942
-66.705	0.7326536495	1.2244150255
-66.7	0.6835943823	1.1776802449
-66.695	0.7313284395	1.2450666796
-66.69	0.7262665094	1.2621156551
-66.685	0.8188311741	1.3834483985
-66.68	0.7556819927	1.3248709476
-66.675	0.665766478	1.2101114322
-66.67	0.6782650326	1.2107136952
-66.665	0.679490644	1.1994454855
-66.66	0.6900876589	1.1617683275
-66.655	0.5959637115	1.0260683235
-66.65	0.6438392028	1.1154840058
-66.645	0.6759264811	1.1935101141
-66.64	0.6170720824	1.1155718071
-66.635	0.5605009299	1.0391058312
-66.63	0.5570451466	1.0458161144
-66.625	0.6231218928	1.1345328757
-66.62	0.5920575385	1.0713181117
-66.615	0.5764105446	1.0607970855
-66.61	0.6110157528	1.1269292694
-66.605	0.6840016679	1.2328284949
-66.6	0.6479866509	1.209477332
-66.595	0.6382907045	1.2163976509
-66.59	0.6137416523	1.2048912678
-66.585	0.6688859471	1.2720152507
-66.58	0.6954425782	1.308291826
-66.575	0.6621461497	1.2622385867
-66.57	0.5893207609	1.1753759034
-66.565	0.5626990777	1.1317361703
-66.56	0.578411165	1.1576948719
-66.555	0.6164685412	1.2109170218
-66.55	0.5777115032	1.169141645
-66.545	0.5542816713	1.1396107846
-66.54	0.4608047218	0.9866776159
-66.535	0.4394191317	0.9359174876
-66.53	0.491578231	1.0057093634
-66.525	0.5448752514	1.098746411
-66.52	0.5279675257	1.0726211696
-66.515	0.5095506698	1.0055367263
-66.51	0.4981891646	0.9839761551
-66.505	0.541060141	1.0290812023
-66.5	0.5758538004	1.0615358208
-66.495	0.5372271653	1.0215746492
-66.49	0.4639778753	0.9550913864
-66.485	0.4822689206	1.0170015498
-66.48	0.506540363	1.0881008459
-66.475	0.5054412198	1.1058303817
-66.47	0.5640640107	1.1973275781
-66.465	0.5211822131	1.164330104
-66.46	0.4779607977	1.1332287525
-66.455	0.5275691469	1.1559608202
-66.45	0.5188437385	1.1250586451
-66.445	0.530382628	1.1172962306
-66.44	0.5822106028	1.179433042
-66.435	0.6294393935	1.2363699136
-66.43	0.6305196986	1.2402488632
-66.425	0.5969938388	1.2120060352
-66.42	0.6266689873	1.2693383945
-66.415	0.5933778573	1.2743714119
-66.41	0.5759591752	1.2647270735
-66.405	0.5862031271	1.273322184
-66.4	0.5278977651	1.2310720942
-66.395	0.5384265959	1.2902337537
-66.39	0.4841819345	1.2799732259
-66.385	0.5256900371	1.3812884124
-66.38	0.4306589873	1.2902013532
-66.375	0.4815838092	1.3904693798
-66.37	0.549729295	1.4993855874
-66.365	0.6242272381	1.5892261274
-66.36	0.6242272381	1.5892261274
-66.355	0.6242272381	1.5892261274
-66.35	0.6242272381	1.5892261274
-66.345	0.5819393818	1.4957001239
-66.34	0.4683384631	1.3229205424
-66.335	0.3910714086	1.2791019841
-66.33	0.4467517953	1.379609146
-66.325	0.4113548039	1.37917888
-66.32	0.3753740234	1.4100903453
-66.315	0.3226689731	1.3988361861
-66.31	0.2772226244	1.3764327544
-66.305	0.1795471575	1.34076026
-66.3	0.1889027824	1.4397496377
-66.295	0.1644319718	1.4344451405
-66.29	0.0980116251	1.3658002129
-66.285	0.0265594951	1.3078035408
-66.28	0.0771503868	1.3848796567
-66.275	0.0222140832	1.3033745857
-66.27	-0.0430042993	1.269934348
-66.265	-0.0219224533	1.327099455
-66.26	-0.003276269	1.2891504551
-66.255	-0.0174481207	1.205863255
-66.25	-0.0708742636	1.204107617
-66.245	-0.0741432554	1.2667897486
-66.24	-0.1039873565	1.2178491136
-66.235	0.0024367883	1.3521242256
-66.23	-0.0358511104	1.3288942589
-66.225	-0.045484785	1.3021846041
-66.22	-0.0849891706	1.2753858391
-66.215	-0.0657810388	1.3366266309
-66.21	-0.0334860071	1.3946328778
-66.205	0.0798910084	1.5278101746
-66.2	0.0697564699	1.4820850551
-66.195	0.0275409411	1.4220464572
-66.19	0.0316374605	1.4387949294
-66.185	0.0989841163	1.5021780039
-66.18	0.1186377533	1.5005051209
-66.175	0.1181197729	1.4914356105
-66.17	0.1198820545	1.508318817
-66.165	0.1608437789	1.5782361283
-66.16	0.2029660681	1.61247087
-66.155	0.1725302146	1.5311080734
-66.15	0.1794492136	1.4995090496
-66.145	0.1838515487	1.4759460909
-66.14	0.1838515487	1.4759460909
-66.135	0.2940936061	1.556317097
-66.13	0.3182306137	1.5527206762
-66.125	0.3182306137	1.5527206762
-66.12	0.437580084	1.6778371168
-66.115	0.437580084	1.6778371168
-66.11	0.4231223781	1.6256349504
-66.105	0.348722632	1.5251395121
-66.1	0.3052993755	1.4668420425
-66.095	0.4323421364	1.622669693
-66.09	0.3943205161	1.5766295327
-66.085	0.3943205161	1.5766295327
-66.08	0.5110084712	1.6720701833
-66.075	0.5140477868	1.6686949317
-66.07	0.5140477868	1.6686949317
-66.065	0.5651625657	1.7370234923
-66.06	0.5807096144	1.7630407586
-66.055	0.6125117767	1.81336127
-66.05	0.6382202172	1.8586036565
-66.045	0.646225415	1.8762164883
-66.04	0.646225415	1.8762164883
-66.035	0.646225415	1.8762164883
-66.03	0.5728507059	1.9174672153
-66.025	0.5728507059	1.9174672153
-66.02	0.4999174802	1.9598910428
-66.015	0.5454133701	2.0496616406
-66.01	0.5452223212	2.0583983347
-66.005	0.5381643787	2.0221422815
-66	0.6076165331	2.0725186811
-65.995	0.5999554322	2.0517385405
-65.99	0.5991414119	2.0572635159
-65.985	0.5734494602	2.0224853387
-65.98	0.5132637992	1.9390708869
-65.975	0.4684498351	1.8822586928
-65.97	0.4577129622	1.8654385566
-65.965	0.4673416822	1.871587995
-65.96	0.4867508964	1.8994084688
-65.955	0.4526328527	1.8561453724
-65.95	0.3810823143	1.7837542669
-65.945	0.4611251334	1.8405962032
-65.94	0.4823054653	1.8284667825
-65.935	0.4422576852	1.7514146807
-65.93	0.4554088117	1.7647484448
-65.925	0.4654141989	1.7795846817
-65.92	0.4523576172	1.7675228164
-65.915	0.4583883519	1.7614565044
-65.91	0.4301063169	1.7041067609
-65.905	0.4459820204	1.6844461839
-65.9	0.4490234567	1.6558318353
-65.895	0.4567461137	1.6527977353
-65.89	0.4401234286	1.630605086
-65.885	0.4339524268	1.635219249
-65.88	0.4373189189	1.6336878897
-65.875	0.4766621438	1.6714883409
-65.87	0.4449510193	1.6064708866
-65.865	0.4401924282	1.5796430082
-65.86	0.4076226744	1.5102910762
-65.855	0.3522920145	1.4179326982
-65.85	0.3789510023	1.4318286032
-65.845	0.3612767868	1.3817522211
-65.84	0.355127523	1.354116738
-65.835	0.3844804658	1.373048887
-65.83	0.3929961272	1.3631967319
-65.825	0.3671066086	1.337637243
-65.82	0.3554259423	1.3185323579
-65.815	0.3713568667	1.3490125573
-65.81	0.3713568667	1.3490125573
-65.805	0.4130398928	1.4028716599
-65.8	0.3765894084	1.3689678781
-65.795	0.3765894084	1.3689678781
-65.79	0.376815729	1.3975590721
-65.785	0.3605757933	1.3719895464
-65.78	0.3718847677	1.3813397807
-65.775	0.3718847677	1.3813397807
-65.77	0.4159284359	1.4416590578
-65.765	0.3633686433	1.3886847987
-65.76	0.3633686433	1.3886847987
-65.755	0.3500816571	1.3738431922
-65.75	0.3500816571	1.3738431922
-65.745	0.3508796637	1.3690537443
-65.74	0.3659632709	1.3605622919
-65.735	0.3659632709	1.3605622919
-65.73	0.3972260066	1.3832544005
-65.725	0.37085504	1.3445968016
-65.72	0.3162855423	1.2737818593
-65.715	0.3275195517	1.2701747167
-65.71	0.3820297025	1.3417596282
-65.705	0.3900802449	1.3504049006
-65.7	0.3767074142	1.3391602346
-65.695	0.4505804609	1.4288208748
-65.69	0.4349676878	1.4045195575
-65.685	0.4202843202	1.390024099
-65.68	0.4028217951	1.3837296872
-65.675	0.4440121386	1.4426471597
-65.67	0.4232721717	1.4352721065
-65.665	0.2974924443	1.3191213336
-65.66	0.2189621353	1.2813817035
-65.655	0.2370279586	1.3370413277
-65.65	0.2336414365	1.3478887521
-65.645	0.2409517048	1.3559069164
-65.64	0.2492671384	1.3473860128
-65.635	0.2423468264	1.3181389177
-65.63	0.2145629309	1.2686506903
-65.625	0.2465546937	1.3136737278
-65.62	0.2416352271	1.2989117364
-65.615	0.2051101036	1.2558685593
-65.61	0.144178369	1.1796255426
-65.605	0.144178369	1.1796255426
-65.6	0.1770733566	1.2023373047
-65.595	0.1751271904	1.1848177155
-65.59	0.1751271904	1.1848177155
-65.585	0.1839795042	1.162270506
-65.58	0.2519742783	1.2712768311
-65.575	0.2508892304	1.2748759804
-65.57	0.2508892304	1.2748759804
-65.565	0.2657090498	1.2873386286
-65.56	0.2657090498	1.2873386286
-65.555	0.2306703138	1.2366311837
-65.55	0.1817574144	1.154338613
-65.545	0.1545600199	1.1001812805
-65.54	0.2172257242	1.1793538976
-65.535	0.2354871935	1.2022078267
-65.53	0.2354871935	1.2022078267
-65.525	0.1772832289	1.1035437371
-65.52	0.1655239738	1.0945765475
-65.515	0.1655239738	1.0945765475
-65.51	0.2109527104	1.1655325936
-65.505	0.2109527104	1.1655325936
-65.5	0.2109527104	1.1655325936
-65.495	0.2118862365	1.175906702
-65.49	0.2188366134	1.184562909
-65.485	0.2188366134	1.184562909
-65.48	0.207057074	1.1678428419
-65.475	0.2102462525	1.1806385893
-65.47	0.1766355207	1.1508679964
-65.465	0.185475015	1.1640088711
-65.46	0.2006699322	1.1878177583
-65.455	0.2006699322	1.1878177583
-65.45	0.1635250999	1.1369865366
-65.445	0.1389545451	1.1106063778
-65.44	0.1420485758	1.1175586801
-65.435	0.1420485758	1.1175586801
-65.43	0.1420485758	1.1175586801
-65.425	0.1420485758	1.1175586801
-65.42	0.1420485758	1.1175586801
-65.415	0.1535215189	1.1015979412
-65.41	0.1535215189	1.1015979412
-65.405	0.1535215189	1.1015979412
-65.4	0.1205626359	1.058571842
-65.395	0.1173640509	1.0514688564
-65.39	0.202026204	1.1605839453
-65.385	0.202026204	1.1605839453
-65.38	0.202026204	1.1605839453
-65.375	0.227082228	1.1655251935
-65.37	0.227082228	1.1655251935
-65.365	0.2283065818	1.1613115947
-65.36	0.177330515	1.0722581887
-65.355	0.1260616308	0.978887705
-65.35	0.1260616308	0.978887705
-65.345	0.1055515963	0.9051411549
-65.34	0.0317987269	0.7638402926
-65.335	0.0317987269	0.7638402926
-65.33	0.101140726	0.827806995
-65.325	0.101140726	0.827806995
-65.32	0.1540308562	0.8975456118
-65.315	0.1540308562	0.8975456118
-65.31	0.1540308562	0.8975456118
-65.305	0.1936101175	0.9591516145
-65.3	0.1936101175	0.9591516145
-65.295	0.1936101175	0.9591516145
-65.29	0.175636108	0.9308862087
-65.285	0.175636108	0.9308862087
-65.28	0.175636108	0.9308862087
-65.275	0.1651969444	0.9304007431
-65.27	0.1651969444	0.9304007431
-65.265	0.1111657296	0.8428239794
-65.26	0.1111657296	0.8428239794
-65.255	0.0657374606	0.7856727277
-65.25	0.0657374606	0.7856727277
-65.245	0.0657374606	0.7856727277
-65.24	0.1026986063	0.8559590703
-65.235	0.1026986063	0.8559590703
-65.23	0.1026986063	0.8559590703
-65.225	0.1026986063	0.8559590703
-65.22	0.0668519902	0.8833720295
-65.215	0.0930926533	0.9622925207
-65.21	0.0944127755	0.9981869368
-65.205	0.1163910513	1.0600166714
-65.2	0.113600272	1.0783135534
-65.195	0.1161451824	1.094976382
-65.19	0.1191078524	1.1198381496
-65.185	0.1092346906	1.1231610449
-65.18	0.1131386197	1.1453547845
-65.175	0.1229407544	1.1691066476
-65.17	0.1362064709	1.1840040056
-65.165	0.1286603617	1.1556715906
-65.16	0.1009677198	1.0992603379
-65.155	0.0387367221	0.994620785
-65.15	0.0597915759	1.0239606406
-65.145	0.0597915759	1.0239606406
-65.14	0.0882380932	1.0838037937
-65.135	0.0751570738	1.0659275896
-65.13	0.0593205398	1.0337749972
-65.125	0.049233316	1.0105102326
-65.12	0.0592598996	1.0179794868
-65.115	0.0628104195	1.0291795474
-65.11	0.1156282609	1.1188905384
-65.105	0.1612011646	1.2094185882
-65.1	0.132422126	1.2001070243
-65.095	0.1368655151	1.2295639523
-65.09	0.1601522172	1.2682447966
-65.085	0.1404474987	1.2438009119
-65.08	0.1404474987	1.2438009119
-65.075	0.1887024294	1.3013401084
-65.07	0.2146227989	1.3134181112
-65.065	0.1976549005	1.2615292657
-65.06	0.227373724	1.2811043675
-65.055	0.2193980828	1.2506927918
-65.05	0.2255100109	1.2418216156
-65.045	0.2500600321	1.2642044161
-65.04	0.2359011243	1.2433960424
-65.035	0.2450681689	1.2544784316
-65.03	0.230080773	1.2254917319
-65.025	0.230080773	1.2254917319
-65.02	0.2139661858	1.2019484309
-65.015	0.2247456459	1.215678575
-65.01	0.2502361197	1.2484673407
-65.005	0.2502361197	1.2484673407
-65	0.2493345583	1.2395730183
-64.995	0.2503187516	1.2441578427
-64.99	0.2757320788	1.2857912611
-64.985	0.2706848614	1.2820937804
-64.98	0.2706848614	1.2820937804
-64.975	0.2196301269	1.2255597946
-64.97	0.1649246404	1.1619767677
-64.965	0.1649246404	1.1619767677
-64.96	0.1149141046	1.104994094
-64.955	0.1196224675	1.111617181
-64.95	0.1087564192	1.0968937583
-64.945	0.0689030031	1.0384021869
-64.94	0.0689030031	1.0384021869
-64.935	0.0555226982	1.0271602942
-64.93	0.0446464155	1.0251160985
-64.925	0.0446464155	1.0251160985
-64.92	0.0829771147	1.0879043779
-64.915	0.1066184658	1.1321374588
-64.91	0.1126540838	1.1392028827
-64.905	0.170672725	1.2157257929
-64.9	0.1780499508	1.2173835906
-64.895	0.2150396851	1.2667072751
-64.89	0.2150396851	1.2667072751
-64.885	0.177773504	1.2074717781
-64.88	0.1782337556	1.2095979196
-64.875	0.157635702	1.1868236968
-64.87	0.1740936562	1.209712478
-64.865	0.1850788163	1.2211364704
-64.86	0.1850788163	1.2211364704
-64.855	0.1707885705	1.1955545648
-64.85	0.1707885705	1.1955545648
-64.845	0.2108076967	1.2521428004
-64.84	0.1959975134	1.2251139231
-64.835	0.2449019156	1.271215741
-64.83	0.2449019156	1.271215741
-64.825	0.2583890491	1.2554459485
-64.82	0.2639100115	1.2527661299
-64.815	0.2876443785	1.2701848987
-64.81	0.2893002333	1.2635190864
-64.805	0.2893002333	1.2635190864
-64.8	0.3119449367	1.2798764395
-64.795	0.3160333373	1.2810972332
-64.79	0.3306957322	1.3015056616
-64.785	0.3306957322	1.3015056616
-64.78	0.3170229273	1.2811458166
-64.775	0.3152013121	1.2725480974
-64.77	0.2575137339	1.2002434371
-64.765	0.248802755	1.1917422455
-64.76	0.248802755	1.1917422455
-64.755	0.2110543984	1.1577948691
-64.75	0.1930831081	1.1374889405
-64.745	0.2153253188	1.1664266835
-64.74	0.2153372375	1.1670987778
-64.735	0.2153372375	1.1670987778
-64.73	0.1750601175	1.1137582656
-64.725	0.1471939646	1.0764497277
-64.72	0.1471939646	1.0764497277
-64.715	0.1471939646	1.0764497277
-64.71	0.1471939646	1.0764497277
-64.705	0.1471939646	1.0764497277
-64.7	0.1471939646	1.0764497277
-64.695	0.1344519259	1.0776470123
-64.69	0.1344519259	1.0776470123
-64.685	0.1402471369	1.0734419433
-64.68	0.1049185907	1.0131999552
-64.675	0.1509928377	1.0733154065
-64.67	0.1509928377	1.0733154065
-64.665	0.1635442504	1.067687136
-64.66	0.1856879938	1.0814895486
-64.655	0.1805877361	1.0593270017
-64.65	0.1643252395	1.0290094041
-64.645	0.1643252395	1.0290094041
-64.64	0.1812263375	1.0460124506
-64.635	0.1736998818	1.021025912
-64.63	0.1591609539	0.9867916262
-64.625	0.1591609539	0.9867916262
-64.62	0.1495635252	0.9795783941
-64.615	0.1524291635	0.9810123241
-64.61	0.1425367303	0.9714549236
-64.605	0.1199921378	0.9465745057
-64.6	0.125226312	0.9572025102
-64.595	0.125226312	0.9572025102
-64.59	0.1259861712	0.9479653927
-64.585	0.138064286	0.9553160318
-64.58	0.138064286	0.9553160318
-64.575	0.1822805091	1.0147690067
-64.57	0.183239746	1.0185533475
-64.565	0.183239746	1.0185533475
-64.56	0.2079492331	1.0458992686
-64.555	0.2049975534	1.0412410669
-64.55	0.1892319901	1.0204642896
-64.545	0.2220809179	1.0647911456
-64.54	0.2179838397	1.059216874
-64.535	0.2179838397	1.059216874
-64.53	0.2327784238	1.0749632475
-64.525	0.2089685665	1.0414995957
-64.52	0.1674751533	0.9880992976
-64.515	0.1618846485	0.980880045
-64.51	0.1618846485	0.980880045
-64.505	0.1548933735	0.9674970406
-64.5	0.1669478978	0.9744033517
-64.495	0.1669478978	0.9744033517
-64.49	0.1690632267	0.9784839131
-64.485	0.1690632267	0.9784839131
-64.48	0.155679856	0.9419591543
-64.475	0.1581231926	0.9340740057
-64.47	0.1825466862	0.9622411015
-64.465	0.1825466862	0.9622411015
-64.46	0.1756449331	0.9461334162
-64.455	0.1768945213	0.9372577584
-64.45	0.246374249	1.0171108862
-64.445	0.2690905017	1.0423575535
-64.44	0.2690905017	1.0423575535
-64.435	0.3015689599	1.1048538666
-64.43	0.3231141602	1.1326423747
-64.425	0.3274561857	1.1291264593
-64.42	0.3274561857	1.1291264593
-64.415	0.3334661925	1.1236367571
-64.41	0.3345094413	1.1171365916
-64.405	0.3233716416	1.0888856167
-64.4	0.3345241654	1.0870483524
-64.395	0.3950468844	1.1659206285
-64.39	0.3943743588	1.1685540942
-64.385	0.3551245765	1.120529635
-64.38	0.3496487331	1.1338508051
-64.375	0.3749973136	1.1963221396
-64.37	0.3742191315	1.213509001
-64.365	0.3453823188	1.1804155117
-64.36	0.333216316	1.1848563323
-64.355	0.3120369584	1.1882885929
-64.35	0.2989281561	1.1923573972
-64.345	0.2501408472	1.1491554452
-64.34	0.2354986802	1.1398839243
-64.335	0.2354986802	1.1398839243
-64.33	0.2354986802	1.1398839243
-64.325	0.2062684202	1.0667391591
-64.32	0.2918361561	1.16790698
-64.315	0.285553142	1.1603783994
-64.31	0.285553142	1.1603783994
-64.305	0.2459251367	1.1553424074
-64.3	0.2641365484	1.1847025589
-64.295	0.2223752487	1.1488220931
-64.29	0.234874296	1.1591102694
-64.285	0.234874296	1.1591102694
-64.28	0.3245157014	1.2667961613
-64.275	0.3612309715	1.2961425833
-64.27	0.3612309715	1.2961425833
-64.265	0.3612309715	1.2961425833
-64.26	0.3266593289	1.2438946368
-64.255	0.3165765951	1.2227119877
-64.25	0.3165765951	1.2227119877
-64.245	0.1733824325	1.0664330282
-64.24	0.1733824325	1.0664330282
-64.235	0.1733824325	1.0664330282
-64.23	0.1733824325	1.0664330282
-64.225	0.1733824325	1.0664330282
-64.22	0.1733824325	1.0664330282
-64.215	0.1882973452	1.1478190617
-64.21	0.2480580314	1.2376209188
-64.205	0.2480580314	1.2376209188
-64.2	0.2369647066	1.2643106146
-64.195	0.2369647066	1.2643106146
-64.19	0.1743851465	1.1783751779
-64.185	0.2245043536	1.2335505692
-64.18	0.21553449	1.2113400906
-64.175	0.1498173681	1.1150719389
-64.17	0.1498173681	1.1150719389
-64.165	0.1498173681	1.1150719389
-64.16	0.1783872433	1.1090450483
-64.155	0.1783872433	1.1090450483
-64.15	0.1783872433	1.1090450483
-64.145	0.0902460613	0.9803809712
-64.14	0.0902460613	0.9803809712
-64.135	0.0902460613	0.9803809712
-64.13	0.1422526817	0.9974762908
-64.125	0.1422526817	0.9974762908
-64.12	0.2085066483	1.0469192334
-64.115	0.2124109943	1.0432109224
-64.11	0.1567384123	0.9707803368
-64.105	0.1698593647	0.9946723671
-64.1	0.1698593647	0.9946723671
-64.095	0.1680213783	0.9998521722
-64.09	0.1458080004	0.9727618555
-64.085	0.1212168525	0.9519323292
-64.08	0.1465414468	0.9910373186
-64.075	0.1465414468	0.9910373186
-64.07	0.1089671224	0.9456752515
-64.065	0.1089671224	0.9456752515
-64.06	0.0962309567	0.9295788844
-64.055	0.1405376138	0.9747953295
-64.05	0.1405376138	0.9747953295
-64.045	0.2340437955	1.0679540573
-64.04	0.2345930193	1.0635322636
-64.035	0.2056721573	1.0177733548
-64.03	0.2056721573	1.0177733548
-64.025	0.1186215902	0.9106184545
-64.02	0.1656074103	0.9635995532
-64.015	0.1697838509	0.9636851467
-64.01	0.237565391	1.0381233865
-64.005	0.2639710436	1.061406827
-64	0.2639710436	1.061406827
-63.995	0.279274739	1.0492067937
-63.99	0.279274739	1.0492067937
-63.985	0.2756336651	1.0327504974
-63.98	0.2600340972	1.0217629812
-63.975	0.2600340972	1.0217629812
-63.97	0.3402973864	1.1199842539
-63.965	0.3078035347	1.0832519877
-63.96	0.1819997405	0.9365070982
-63.955	0.1819997405	0.9365070982
-63.95	0.2386179891	1.0434408554
-63.945	0.2386179891	1.0434408554
-63.94	0.2392692971	1.0882939257
-63.935	0.2392692971	1.0882939257
-63.93	0.1240520755	0.9752868458
-63.925	0.1021951831	0.9498593858
-63.92	0.1021951831	0.9498593858
-63.915	0.107594746	0.963713574
-63.91	0.107594746	0.963713574
-63.905	0.2328086052	1.1249504501
-63.9	0.1992128968	1.0945111509
-63.895	0.2061178168	1.1079136502
-63.89	0.2077980098	1.1231817966
-63.885	0.2077980098	1.1231817966
-63.88	0.1566468016	1.0897466154
-63.875	0.0732410439	1.0037802592
-63.87	0.0976045358	1.0473296093
-63.865	0.0976045358	1.0473296093
-63.86	0.1282522481	1.1214332369
-63.855	0.0598393794	1.0428099399
-63.85	0.0317956276	1.0054543438
-63.845	0.0317956276	1.0054543438
-63.84	0.1189326847	1.102883119
-63.835	0.0893884725	1.0563819842
-63.83	0.0985122924	1.0486645156
-63.825	0.1474251981	1.0950356641
-63.82	0.1474251981	1.0950356641
-63.815	0.1474251981	1.0950356641
-63.81	0.1666819218	1.0957904459
-63.805	0.1666819218	1.0957904459
-63.8	0.3122614215	1.2385743835
-63.795	0.3122614215	1.2385743835
-63.79	0.2387957367	1.1402755829
-63.785	0.2252000138	1.1243175677
-63.78	0.2663760533	1.1636113207
-63.775	0.2663760533	1.1636113207
-63.77	0.2446535836	1.1393010627
-63.765	0.2483868371	1.1438137731
-63.76	0.2483868371	1.1438137731
-63.755	0.2061099999	1.1047870741
-63.75	0.1795247162	1.0801007033
-63.745	0.180417067	1.0950382088
-63.74	0.0908810944	0.9903519846
-63.735	0.0458991182	0.9330595918
-63.73	0.0458991182	0.9330595918
-63.725	0.0762275582	0.9584044908
-63.72	0.0485720081	0.9113242091
-63.715	0.065704913	0.9326185695
-63.71	0.065704913	0.9326185695
-63.705	0.0638312531	0.9222130421
-63.7	0.1242159278	1.0048630609
-63.695	0.0521521049	0.9143628239
-63.69	0.0279893709	0.9006355307
-63.685	0.0279893709	0.9006355307
-63.68	0.0859747291	1.0222118381
-63.675	0.0859747291	1.0222118381
-63.67	0.0873496163	1.0372249278
-63.665	0.0654606137	1.0154875585
-63.66	0.0563078019	1.0096483438
-63.655	0.0563078019	1.0096483438
-63.65	0.0115009695	0.9548829105
-63.645	0.0115009695	0.9548829105
-63.64	0.0115009695	0.9548829105
-63.635	-0.0374617293	0.8331607389
-63.63	-0.0374617293	0.8331607389
-63.625	-0.0796320753	0.7226722908
-63.62	-0.0796320753	0.7226722908
-63.615	-0.0796320753	0.7226722908
-63.61	-0.0796320753	0.7226722908
-63.605	0.0021658922	0.7895612079
-63.6	0.0542727768	0.856136882
-63.595	0.0542727768	0.856136882
-63.59	0.0542727768	0.856136882
-63.585	0.1010966467	0.9175507412
-63.58	0.1661112656	1.0138946819
-63.575	0.1661112656	1.0138946819
-63.57	0.1241484295	0.9648544701
-63.565	0.1290073575	0.9786716179
-63.56	0.1290073575	0.9786716179
-63.555	0.1184354664	0.989325184
-63.55	0.0772147507	0.9471019023
-63.545	0.0850940057	0.9734049381
-63.54	0.0850940057	0.9734049381
-63.535	0.0837015248	0.9797996165
-63.53	0.1362588203	1.0675567011
-63.525	0.1362588203	1.0675567011
-63.52	0.1362588203	1.0675567011
-63.515	0.1362588203	1.0675567011
-63.51	0.0516893432	1.0097338142
-63.505	0.0731904556	1.0217139879
-63.5	0.0731904556	1.0217139879
-63.495	0.2269767604	1.114275014
-63.49	0.1973915317	1.0396554966
-63.485	0.2229817927	1.0561602432
-63.48	0.2229817927	1.0561602432
-63.475	0.2186369443	1.0168728365
-63.47	0.2186369443	1.0168728365
-63.465	0.2611605744	1.0401855881
-63.46	0.2611605744	1.0401855881
-63.455	0.3323286387	1.0901752755
-63.45	0.2981178391	1.0577517618
-63.445	0.2981178391	1.0577517618
-63.44	0.2469938914	1.0155608081
-63.435	0.2252641018	1.0054285335
-63.43	0.3228052052	1.1239622381
-63.425	0.3228052052	1.1239622381
-63.42	0.2732414643	1.0729422975
-63.415	0.1930215046	1.0004534729
-63.41	0.1485835681	0.9570827431
-63.405	0.1485835681	0.9570827431
-63.4	0.1485835681	0.9570827431
-63.395	0.0782001237	0.8900276067
-63.39	0.0782001237	0.8900276067
-63.385	0.087921134	0.8919801108
-63.38	0.0639144482	0.8540260346
-63.375	0.0193594526	0.786208708
-63.37	-0.0046991056	0.7452100341
-63.365	-0.0046991056	0.7452100341
-63.36	0.050644267	0.7912395485
-63.355	0.0249052124	0.7508276405
-63.35	0.0531418235	0.7801637575
-63.345	0.0531418235	0.7801637575
-63.34	0.0806936742	0.7979549059
-63.335	0.0882942655	0.8129521876
-63.33	0.0882942655	0.8129521876
-63.325	0.1039520265	0.8444027393
-63.32	0.1675339268	0.9216182162
-63.315	0.1867776692	0.945419078
-63.31	0.1867776692	0.945419078
-63.305	0.2077387684	0.9588923973
-63.3	0.2423396025	1.0094876799
