""	"output_series_d18O"	"output_series_d13C"
-58.45	0.5544714553	2.0965209142
-58.4	0.6653875425	1.996634057
-58.35	0.7177257472	1.8306314451
-58.3	0.7053045841	2.0343395893
-58.25	0.6381943599	1.9092311946
-58.2	0.6729492895	1.9867912245
-58.15	0.3918836354	1.6814194877
-58.1	0.268936665	1.9120001299
-58.05	0.3043251603	2.3271129702
-58	0.2501122731	2.200225543
-57.95	0.4856355021	2.2951600688
-57.9	0.3864540776	2.2674912988
-57.85	0.384979411	2.2950792612
-57.8	0.40607909	2.3306417664
-57.75	0.325383098	2.2060848994
-57.7	0.2724105257	2.1207289982
-57.65	0.1847985486	2.0109642629
-57.6	0.2406841	2.0983448008
-57.55	0.2366651381	2.1110421241
-57.5	0.2909137293	2.0772909182
-57.45	0.3153593737	2.168722742
-57.4	0.3607364297	2.2536142227
-57.35	0.1436771653	1.7618229924
-57.3	0.2691037852	1.9653584034
-57.25	0.1120401485	1.6203619239
-57.2	0.2227595339	1.8534103616
-57.15	0.2619691412	1.8331711106
-57.1	0.4864589202	1.9967947685
-57.05	0.4576626485	2.0879977277
-57	0.3156951762	2.0588945893
-56.95	0.1212547544	1.6674835013
-56.9	0.2203418221	1.7920850393
-56.85	0.0371367303	1.4869801885
-56.8	0.1703615991	1.8394770845
-56.75	0.126624512	1.5527520065
-56.7	0.3011527328	1.8818348069
-56.65	0.1990870593	1.7911376133
-56.6	0.2510681491	1.7620383557
-56.55	0.2158349391	1.6737507855
-56.5	0.2357040772	1.6304369745
-56.45	0.0763848748	1.3178128708
-56.4	0.1148053354	1.4227895265
-56.35	0.1969087555	1.5043136114
-56.3	0.2360320658	1.4523070338
-56.25	0.382066705	1.4790430551
-56.2	0.2721984888	1.3054761677
-56.15	0.1980130685	1.1628361142
-56.1	0.0982128568	0.9739143869
-56.05	0.263257436	1.0587347316
-56	0.1888677862	1.0765850188
-55.95	-0.0281580946	1.11616578
-55.9	-1.7684533093	-1.4516070976
-55.85	-1.7272567258	-1.7507910089
-55.8	-0.3323086449	-0.0949948281
-55.75	0.0069864259	0.5262541056
-55.7	-0.0496322047	0.6773497884
-55.65	-0.1974188454	0.5694950163
-55.6	-0.0002902963	0.8785194779
-55.55	-0.2483456874	0.6148559675
-55.5	-0.0684274691	0.8437400574
-55.45	-0.1910961025	0.7527344121
-55.4	-0.1885044031	0.7306539669
-55.35	-0.2705133372	0.5928641058
-55.3	-0.2027210891	0.67053151
-55.25	-0.3665235952	0.4136508398
-55.2	-0.0162130054	0.820294906
-55.15	0.0097003426	0.735594558
-55.1	0.0066668058	0.7698831724
-55.05	0.0559943633	0.8136510072
-55	0.0897059571	0.8395909201
-54.95	0.1256676673	0.75641833
-54.9	0.085064925	0.5877522257
-54.85	-0.0753524514	0.3694823462
-54.8	-0.0132679454	0.4406031841
-54.75	-0.2037930591	0.3778091591
-54.7	0.05490195	0.4546001858
-54.65	-0.0010205035	0.4346304424
-54.6	0.110833066	0.5025437977
-54.55	-0.175245548	0.2582493248
-54.5	-0.4050438738	0.0672822812
-54.45	-0.3218648213	-0.0888801846
-54.4	-0.1176055136	0.0816878224
-54.35	-0.1968321831	-0.0215411838
-54.3	-0.3047046483	-0.1228798989
-54.25	-0.0720457296	0.2328282381
-54.2	-0.170554061	0.1443425739
-54.15	-0.1643493181	0.1648362753
-54.1	-0.1480126971	0.1689084368
-54.05	-0.7494963912	-0.8949738293
-54	-0.2071144455	-0.0696772852
-53.95	-0.5860531048	-0.5596862259
-53.9	-0.1850578968	0.0464012044
-53.85	-0.2528369605	0.0650603396
-53.8	-0.1998094989	0.1874921507
-53.75	-0.2180956889	0.1473980252
-53.7	-0.2122846538	0.1760514055
-53.65	-0.4006357548	-0.2266115646
-53.6	-0.4111182519	-0.1540545372
-53.55	-0.5675983154	-0.3845637692
-53.5	-0.2833278572	0.066968489
-53.45	-0.2105654751	0.2017752852
-53.4	-0.2541227701	0.1717159028
-53.35	-0.4423439845	0.0268835161
-53.3	-0.5303056531	-0.2360071147
-53.25	-0.5319726635	-0.2862902195
-53.2	-0.3644797561	-0.1812260918
-53.15	-0.3518176567	-0.1369946699
-53.1	-0.4863793974	-0.2258238605
-53.05	-0.4603230419	-0.0831989861
-53	-0.3947444808	-0.0527314702
-52.95	-0.5068582728	-0.2283270218
-52.9	-0.4931134581	-0.1453955474
-52.85	-0.7466473546	-0.6987728335
-52.8	-0.3088744935	-0.1260093747
-52.75	-0.476049177	-0.3029463076
-52.7	-0.2775417537	0.0487403301
-52.65	-0.3691927076	0.0002254155
-52.6	-0.3772556352	-0.0673580943
-52.55	-0.4124837155	-0.0706285844
-52.5	-0.3289916763	0.0954192511
-52.45	-0.7058630145	-0.4526204446
-52.4	-0.2044301891	0.1610543995
-52.35	-0.3785619722	-0.1544320643
-52.3	-0.1219712071	0.2436092429
-52.25	-0.252793271	0.0822464208
-52.2	-0.1335768672	0.2396395807
-52.15	-0.2969061325	0.1348146281
-52.1	0.0504857391	0.449893386
-52.05	-0.2066029258	0.1784226229
-52	-0.1879068453	0.2512262185
-51.95	-0.5065663395	-0.2937444037
-51.9	-0.3482444627	-0.0783319051
-51.85	-0.2389060412	-0.0177827628
-51.8	-0.3179666959	-0.0743218651
-51.75	-0.4569089761	-0.1250909672
-51.7	-0.3940906116	0.0707418233
-51.65	-0.4349227172	-0.0202427959
-51.6	-0.4896937552	-0.1420578235
-51.55	-0.8157451436	-0.704478529
-51.5	-0.4847903124	-0.1214826657
-51.45	-0.6128413057	-0.1953290331
-51.4	-0.5326893805	0.0224326673
-51.35	-0.2823243324	0.3847097523
-51.3	-0.205328066	0.5197400433
-51.25	-0.2967301681	0.2929254668
-51.2	-0.3340150358	0.4743362778
-51.15	-0.4318424587	0.4911634761
-51.1	-0.2802997705	0.7183156687
-51.05	-0.2615075867	0.6553871875
-51	-0.2674993946	0.8162382275
-50.95	-0.5080084279	0.3810695758
-50.9	-0.4817564689	0.5454388192
-50.85	-0.6683610122	0.1386827752
-50.8	-0.3478969313	0.6835565747
-50.75	-0.4261143068	0.5551016325
-50.7	-0.2455629868	0.9138406207
-50.65	-0.3314469289	0.595536443
-50.6	-0.4415965587	0.5878666738
-50.55	-0.2511049825	0.9135616803
-50.5	-0.6573683948	0.2878102913
-50.45	-0.3636465602	0.6146280313
-50.4	-0.4575759203	0.4992015879
-50.35	-0.2922238694	0.6483868384
-50.3	-0.3013566928	0.8618500064
-50.25	-0.3336925474	0.7789406427
-50.2	-0.4497420903	0.5952078426
-50.15	-0.2678593807	0.811729307
-50.1	-0.3003869349	0.8377536591
-50.05	-0.4267511593	0.5872715034
-50	-0.4918596011	0.5295877901
-49.95	-0.6890583509	0.07622194
-49.9	-0.2935347535	0.6405034408
-49.85	-0.4399419674	0.6313048283
-49.8	-0.2640537019	0.8964177821
-49.75	-0.4189451443	0.6933123186
-49.7	-0.284895303	0.7715817918
-49.65	-0.4907048794	0.4579906962
-49.6	-0.2118520505	0.7474294845
-49.55	-0.4556946096	0.4031990691
-49.5	-0.331462075	0.6924826945
-49.45	-0.4628937175	0.5547093563
-49.4	-0.4288536313	0.6197419429
-49.35	-0.5669489686	0.4089654832
-49.3	-0.4493599559	0.5014828839
-49.25	-0.6912383249	0.0878530849
-49.2	-0.2887319111	0.5955837736
-49.15	-0.3902384334	0.4885493195
-49.1	-0.2515452637	0.740190704
-49.05	-0.2572820442	0.8047947928
-49	-0.3042128166	0.687815553
-48.95	-0.1858297003	0.7956903153
-48.9	-0.3105115574	0.6452082059
-48.85	-0.625084407	0.0884028399
-48.8	-0.2331573954	0.5854567536
-48.75	-0.1145762592	0.6673094522
-48.7	-0.1133507098	0.758797376
-48.65	0.0001418224	0.9213375745
-48.6	-0.0370653835	0.8884321097
-48.55	0.0017906835	0.8801793926
-48.5	-0.0452735048	0.6313325068
-48.45	-0.3882756319	0.2221414256
-48.4	-0.0566464731	0.6503317546
-48.35	-0.0666733258	0.5893890529
-48.3	-0.060039516	0.6101789887
-48.25	-0.0902580468	0.5219064792
-48.2	0.0454613965	0.794925364
-48.15	-0.0136352828	0.7243827889
-48.1	-0.3486453605	0.3582879223
-48.05	-0.1547334299	0.5880326602
-48	-0.1917293868	0.5534984843
-47.95	-0.2074235301	0.4981236398
-47.9	-0.2572954227	0.4607715265
-47.85	-0.3250991992	0.3378783594
-47.8	0.0960493139	0.7749617295
-47.75	0.062038144	0.7381927652
-47.7	0.0611428259	0.7296322338
-47.65	0.0110879703	0.628067408
-47.6	0.013440908	0.558598541
-47.55	-0.0097361724	0.6077290361
-47.5	-0.1768556387	0.3297213014
-47.45	0.0483725968	0.5430480035
-47.4	0.120677482	0.6196518257
-47.35	-0.0043012753	0.4248974558
-47.3	-0.0392557354	0.4070954053
-47.25	-0.1672243603	0.1268474602
-47.2	0.0606601034	0.5430508366
-47.15	-0.1473245335	0.2555418437
-47.1	0.081962954	0.5108602684
-47.05	0.1996324225	0.6409472406
-47	0.2098343387	0.6096867535
-46.95	0.2382530574	0.5754027553
-46.9	0.2106654213	0.5184851552
-46.85	0.2230131504	0.3707527463
-46.8	0.3103263463	0.3503785815
-46.75	0.1778626239	0.1509413568
-46.7	0.3724381766	0.3478153151
-46.65	0.3413883995	0.2879481466
-46.6	0.3603280418	0.3755166939
-46.55	0.4440228498	0.4223985238
-46.5	0.4515547966	0.4044489162
-46.45	0.4782086574	0.4038352133
-46.4	0.4523820583	0.3227869921
-46.35	0.4570353999	0.2777010622
-46.3	0.48577365	0.3045153074
-46.25	0.6274983761	0.420474965
-46.2	0.6801335195	0.4517666484
-46.15	0.6624404865	0.4661327403
-46.1	0.5875328571	0.4244950281
-46.05	0.6035320694	0.489040819
-46	0.4323801704	0.3246665678
-45.95	0.5593315134	0.4987128287
-45.9	0.5228802698	0.5067247708
-45.85	0.6129218381	0.6180861621
-45.8	0.5190974566	0.5812389357
-45.75	0.5643271593	0.6748277767
-45.7	0.5663293199	0.6473740634
-45.65	0.5362280105	0.5858580815
-45.6	0.5620932808	0.568659204
-45.55	0.5865722817	0.548791512
-45.5	0.5636336411	0.3990508857
-45.45	0.6277727378	0.5354255141
-45.4	0.6414767099	0.5282528275
-45.35	0.6724672514	0.5429307815
-45.3	0.6732976706	0.5551110637
-45.25	0.5721190714	0.412782212
-45.2	0.6473816967	0.4668828762
-45.15	0.5820453585	0.3795607454
-45.1	0.6791804723	0.4477753099
-45.05	0.6929310542	0.4444950848
-45	0.6624888398	0.4456317638
-44.95	0.7642225924	0.5080585816
-44.9	0.6741954822	0.4801022532
-44.85	0.6692925023	0.5103977636
-44.8	0.6315994932	0.4283155652
-44.75	0.6841387389	0.5007315942
-44.7	0.7036484704	0.5433367762
-44.65	0.7803819949	0.5853057632
-44.6	0.7871590758	0.5322737715
-44.55	0.7458117144	0.5175980462
-44.5	0.6844930727	0.4616776786
-44.45	0.7938553154	0.578781648
-44.4	0.5968885051	0.3226646392
-44.35	0.7763393407	0.5229498103
-44.3	0.4852785191	0.1848883392
-44.25	0.6258820918	0.4605066695
-44.2	0.712273378	0.5902409963
-44.15	0.6538257152	0.5882582042
-44.1	0.6844190016	0.6324429508
-44.05	0.7086788823	0.6199149225
-44	0.5652352218	0.4542586449
-43.95	0.6447489401	0.6515006225
-43.9	0.4942155078	0.4972815129
-43.85	0.5444827397	0.6177663898
-43.8	0.4314043929	0.5446431268
-43.75	0.4381606152	0.5605233753
-43.7	0.5706459177	0.7484049235
-43.65	0.6050399702	0.7329671938
-43.6	0.5059600124	0.5341525398
-43.55	0.6293088188	0.6315284103
-43.5	0.2838765668	0.2295410767
-43.45	0.6359737529	0.6321664387
-43.4	0.4337462358	0.5514670798
-43.35	0.5472570084	0.7446365699
-43.3	0.5311989045	0.7176088771
-43.25	0.3911220462	0.4813519494
-43.2	0.4934154727	0.6533672422
-43.15	0.3218846367	0.5304405696
-43.1	0.3109169649	0.5535094495
-43.05	0.3493139163	0.5507423055
-43	0.4110355035	0.6033886264
-42.95	0.3733409418	0.5391509903
-42.9	0.4063363458	0.3809691991
-42.85	0.4730400533	0.5057262459
-42.8	0.4984859505	0.4777280951
-42.75	0.5885337098	0.5339333879
-42.7	0.5322522961	0.4252059122
-42.65	0.5125354702	0.2883467493
-42.6	0.5830007856	0.3190915977
-42.55	0.6064356038	0.2866574417
-42.5	0.7203742402	0.3800396086
-42.45	0.7116099058	0.3617186259
-42.4	0.5123910132	0.0258868562
-42.35	0.8112950311	0.3943146284
-42.3	0.7018761991	0.2219514092
-42.25	0.803913658	0.3701933669
-42.2	0.8753032981	0.4322000914
-42.15	0.8719777747	0.4192269886
-42.1	0.8671661571	0.4925524366
-42.05	0.847842764	0.5025285419
-42	0.783993675	0.4983881146
-41.95	0.7532812759	0.532335371
-41.9	0.6284611495	0.4050613123
-41.85	0.674034263	0.5348832227
-41.8	0.6506743253	0.4835050615
-41.75	0.7632566426	0.5623753285
-41.7	0.7035646986	0.5280778086
-41.65	0.6672979868	0.5127810641
-41.6	0.5809269893	0.2959947982
-41.55	0.6897231303	0.3068512777
-41.5	0.7284177235	0.2712761854
-41.45	0.8922751313	0.4447387768
-41.4	0.7075337021	0.250838584
-41.35	0.8516074325	0.4685813624
-41.3	0.8424167754	0.5074147615
-41.25	0.9149147897	0.5731646157
-41.2	0.902278425	0.5546180988
-41.15	0.775130325	0.4277325769
-41.1	0.9549638999	0.5708402226
-41.05	0.9445429547	0.5908381589
-41	0.8839293463	0.5501575187
-40.95	0.9466203625	0.6255081941
-40.9	0.826328332	0.4400674815
-40.85	0.9128349617	0.4927056423
-40.8	0.8876886415	0.4399875542
-40.75	0.9126613931	0.4114385312
-40.7	0.9388962837	0.3734998604
-40.65	0.9397142951	0.3055685257
-40.6	0.937238117	0.3611002553
-40.55	0.9458568581	0.5722104552
-40.5	0.8180156017	0.6626440501
-40.45	0.7302539206	0.7563794549
-40.4	0.4132926007	0.6035866013
-40.35	0.3875444805	0.7664402713
-40.3	0.2060964201	0.6634719611
-40.25	0.3133769063	0.6305826164
-40.2	0.6462552838	1.000142539
-40.15	0.692286109	1.0740267649
-40.1	0.5819184284	1.0141024368
-40.05	0.8727630361	1.1268997811
-40	0.9731059626	1.196173854
-39.95	0.8162795889	0.9581544683
-39.9	0.7815558023	0.9356617447
-39.85	0.8668370573	0.9391237127
-39.8	0.9463607625	0.9371670323
-39.75	0.9101113763	1.0132025693
-39.7	0.904573679	0.9225237851
-39.65	0.9117074902	0.8496520164
-39.6	1.0088829738	0.8394532984
-39.55	0.908379945	0.6207731295
-39.5	1.0318091151	0.6929979437
-39.45	1.0155654424	0.6347627142
-39.4	1.0879468559	0.7372843925
-39.35	1.1166633094	0.6985223965
-39.3	1.1493945971	0.6574182096
-39.25	1.1523853156	0.6346007755
-39.2	1.2156684222	0.7138599263
-39.15	1.0556172064	0.5334083173
-39.1	0.9662686827	0.4630873246
-39.05	0.9974011455	0.4442984869
-39	1.2887905252	0.7659846895
-38.95	1.2202300901	0.7811968077
-38.9	1.2724834343	0.8005056972
-38.85	1.2754839727	0.6829645159
-38.8	1.1743628993	0.5531486627
-38.75	1.2337802158	0.6412650144
-38.7	1.220187338	0.5404644528
-38.65	1.0816864066	0.3094801592
-38.6	1.122150039	0.4232811903
-38.55	1.1517940266	0.5219978936
-38.5	1.1075284171	0.5053991613
-38.45	1.1116336133	0.5969543298
-38.4	1.1570165994	0.6164248876
-38.35	1.1209370224	0.512326443
-38.3	1.1949237364	0.5383639874
-38.25	1.1682742804	0.4849477363
-38.2	1.2394480828	0.6661993914
-38.15	1.2792250928	0.6929858987
-38.1	1.2701962454	0.6812500895
-38.05	1.3934032197	0.7531153197
-38	1.3707789077	0.577174803
-37.95	1.3926761301	0.5502141888
-37.9	1.3771092921	0.5240722263
-37.85	1.4208072063	0.5842721097
-37.8	1.3692577655	0.5835196572
-37.75	1.2725908873	0.5153300992
-37.7	1.286924521	0.6221605208
-37.65	1.1576083947	0.5992580344
-37.6	1.223280003	0.9040462011
-37.55	1.183136765	1.0159394502
-37.5	1.1183418377	0.9227889418
-37.45	1.1331081323	0.9654955282
-37.4	1.157295902	0.9629823359
-37.35	1.131452751	1.0294154722
-37.3	0.9658023131	0.7913402676
-37.25	1.065985865	0.8999529533
-37.2	1.0248496252	0.8311935667
-37.15	0.9341005849	0.7449657832
-37.1	1.0027633452	0.8574941572
-37.05	1.0239013621	1.0925440494
-37	0.9668767622	1.1018822915
-36.95	0.9558620443	1.2102692327
-36.9	0.7042864038	0.8249514972
-36.85	0.8729403635	1.0375566575
-36.8	0.9362339537	1.1227622348
-36.75	0.9252740914	1.1351339321
-36.7	0.9222999475	1.0452487154
-36.65	1.2732313502	1.3540993679
-36.6	1.140415365	1.3070318102
-36.55	1.350659795	1.5095437242
-36.5	1.2305044722	1.2798501923
-36.45	1.3624945048	1.3961651981
-36.4	1.3526308991	1.4584573845
-36.35	1.0710806313	1.0797572832
-36.3	1.1585436825	1.0590290677
-36.25	1.1474425636	1.0129438267
-36.2	1.3541520993	1.1475605864
-36.15	1.1594066694	0.7794748797
-36.1	1.3376052302	0.8786042303
-36.05	1.3844565939	0.8666989079
-36	1.4756810685	0.9998255622
-35.95	1.248838877	0.7649855068
-35.9	1.1862908799	0.720803013
-35.85	1.1633501041	0.7839161823
-35.8	0.9853120429	0.6327829227
-35.75	1.081714033	0.6471472404
-35.7	1.3162336808	0.8001660736
-35.65	1.352115947	0.9296601222
-35.6	1.457480048	1.0178971358
-35.55	1.457480048	1.0178971358
-35.5	1.457480048	1.0178971358
-35.45	1.4994262208	0.797313722
-35.4	1.489042064	0.6654081357
-35.35	1.5369663003	0.7500266819
-35.3	1.4774353682	0.7049599754
-35.25	1.5113829566	0.7904300381
-35.2	1.4807611918	0.764353171
-35.15	1.5304967651	0.7962181975
-35.1	1.4870338962	0.7196729216
-35.05	1.491771589	0.7344981617
-35	1.4000763664	0.6222122718
-34.95	1.4767605485	0.744977142
-34.9	1.2722835485	0.5214694884
-34.85	1.378570359	0.6579243065
-34.8	1.499166136	0.8009838557
-34.75	1.384902512	0.7196674326
-34.7	1.4106791404	0.7935809144
-34.65	1.3742499916	0.7985296387
-34.6	1.3552792265	0.7282901813
-34.55	1.4547678391	0.8155975654
-34.5	1.5218722007	0.8306098816
-34.45	1.3375073606	0.6235119108
-34.4	1.2202062159	0.5707769046
-34.35	1.402496616	0.7645642355
-34.3	1.3516381541	0.5171032505
-34.25	1.3137386209	0.3397122803
-34.2	1.3880545692	0.3266115594
-34.15	1.4054359928	0.4018467552
-34.1	1.4321518066	0.4683778904
-34.05	1.5040629479	0.629688843
-34	1.7460830177	1.0240770942
-33.95	1.7635008227	0.9632372232
-33.9	1.7717080029	0.9702655546
-33.85	1.9342394573	1.1277857981
-33.8	1.7164500018	0.9453192089
-33.75	1.8712933309	1.0914135078
-33.7	2.3038845873	1.1342869633
-33.65	2.5134587801	1.557790705
-33.6	2.494636755	1.5941358808
-33.55	2.5762896308	1.5598478059
-33.5	2.5110472598	1.4161870903
-33.45	2.3275516482	1.361914937
-33.4	2.3675109833	1.3287362121
-33.35	2.4395511087	1.313331965
-33.3	2.3737611737	1.3416425052
-33.25	2.3714122388	1.3337061897
-33.2	2.1298282741	1.0771174656
-33.15	2.259030932	1.1151612192
-33.1	2.1756195947	0.9232666612
-33.05	2.1880061666	1.0074294951
-33	2.1321706784	0.9623360384
-32.95	2.2697288203	1.0551292669
-32.9	2.2336711939	0.9339750351
-32.85	2.4352520677	1.0699283865
-32.8	2.4328559933	1.0310396797
-32.75	2.3663716884	0.9937970653
-32.7	2.2843965749	0.987843082
-32.65	2.2837019618	1.07714104
-32.6	2.2583987964	0.8297766082
-32.55	2.2386054884	0.7725860007
-32.5	2.3406447163	0.8992533338
-32.45	2.2734861872	0.9119546903
-32.4	2.3846842591	0.880276712
-32.35	2.3574643699	0.8409735844
-32.3	2.0363873669	0.6653798477
-32.25	2.2850874504	0.8063063829
-32.2	1.8745995449	0.4735964335
-32.15	2.0142169911	0.7594273167
-32.1	1.9355301829	0.7349677441
-32.05	2.1507907316	0.835130105
-32	2.0995479372	0.9325639166
-31.95	2.0480035363	0.744139808
-31.9	2.0757305278	0.7148244773
-31.85	1.9935290792	0.7180606181
-31.8	2.2168636728	0.6396307847
-31.75	2.185383047	0.8048322487
-31.7	2.1095897047	0.6766296295
-31.65	2.1741951636	0.7828384264
-31.6	2.1456808044	0.9420123108
-31.55	2.1953019188	0.8347457945
-31.5	2.1608155619	0.9222627494
-31.45	1.9070453805	0.6505163372
-31.4	2.2494043733	0.6910836669
-31.35	2.0226366916	0.5216327071
-31.3	2.2884247764	0.6861070264
-31.25	2.339040802	0.9955913465
-31.2	2.3400689088	1.0465668883
-31.15	2.1899056673	1.0443557987
-31.1	2.2351956763	0.7837581201
-31.05	2.0646392908	0.8581357802
-31	2.2536939974	0.9669199117
-30.95	2.287513544	0.8298605818
-30.9	2.4640167989	1.0024284868
-30.85	2.2186903783	0.7860732724
-30.8	2.3505254219	0.8318550873
-30.75	2.2729567625	0.7752799749
-30.7	2.217927356	0.807431368
-30.65	2.0868167535	0.491614354
-30.6	2.4110550186	0.7072657583
-30.55	2.2807112371	0.5715499429
-30.5	2.3475215989	0.7761959048
-30.45	2.2549312025	0.5888656517
-30.4	2.452646483	0.6726242511
-30.35	2.2991685391	0.5860135129
-30.3	2.185535848	0.5189981399
