""	"output_series_d18O"	"output_series_d13C"
-66.838	0.7464263947	1.4039843302
-66.837	0.7464263947	1.4039843302
-66.836	0.7574110102	1.4161535479
-66.835	0.7574110102	1.4161535479
-66.834	0.7636770473	1.4172642001
-66.833	0.7636770473	1.4172642001
-66.832	0.7570661359	1.4002206906
-66.831	0.7570661359	1.4002206906
-66.83	0.744932627	1.3799079122
-66.829	0.744932627	1.3799079122
-66.828	0.7431600242	1.3720032319
-66.827	0.7431600242	1.3720032319
-66.826	0.7374327705	1.3618506959
-66.825	0.7374327705	1.3618506959
-66.824	0.7428453651	1.3691984311
-66.823	0.7428453651	1.3691984311
-66.822	0.7428453651	1.3691984311
-66.821	0.7567208287	1.3913640569
-66.82	0.7567208287	1.3913640569
-66.819	0.7480454133	1.379635591
-66.818	0.7480454133	1.379635591
-66.817	0.7488159099	1.3782296608
-66.816	0.7488159099	1.3782296608
-66.815	0.7488159099	1.3782296608
-66.814	0.7809386592	1.4135207879
-66.813	0.7723722237	1.4014767335
-66.812	0.7723722237	1.4014767335
-66.811	0.7780399115	1.4115040002
-66.81	0.7780399115	1.4115040002
-66.809	0.7860227488	1.4277203884
-66.808	0.7860227488	1.4277203884
-66.807	0.7800451421	1.4258458364
-66.806	0.7800451421	1.4258458364
-66.805	0.7683822009	1.4197893799
-66.804	0.7683822009	1.4197893799
-66.803	0.7407846465	1.3898817798
-66.802	0.7407846465	1.3898817798
-66.801	0.7407846465	1.3898817798
-66.8	0.7407846465	1.3898817798
-66.799	0.7407846465	1.3898817798
-66.798	0.7450793935	1.4037010433
-66.797	0.7450793935	1.4037010433
-66.796	0.7408992989	1.3968988393
-66.795	0.7408992989	1.3968988393
-66.794	0.7269999398	1.3751274571
-66.793	0.7269999398	1.3751274571
-66.792	0.7270601439	1.364070086
-66.791	0.7270601439	1.364070086
-66.79	0.7270601439	1.364070086
-66.789	0.711266346	1.3276834597
-66.788	0.711266346	1.3276834597
-66.787	0.7127191808	1.3213494453
-66.786	0.7252532023	1.3302365753
-66.785	0.7252532023	1.3302365753
-66.784	0.7543886037	1.357484829
-66.783	0.7543886037	1.357484829
-66.782	0.7794707279	1.3775939795
-66.781	0.7794707279	1.3775939795
-66.78	0.7887212148	1.3782323198
-66.779	0.7887212148	1.3782323198
-66.778	0.7887212148	1.3782323198
-66.777	0.8326993852	1.4119576433
-66.776	0.8326993852	1.4119576433
-66.775	0.8326993852	1.4119576433
-66.774	0.8326993852	1.4119576433
-66.773	0.857744103	1.4136089266
-66.772	0.857744103	1.4136089266
-66.771	0.9179515328	1.462826974
-66.77	0.9179515328	1.462826974
-66.769	0.9366804674	1.4829787863
-66.768	0.9366804674	1.4829787863
-66.767	0.9366804674	1.4829787863
-66.766	0.9366804674	1.4829787863
-66.765	0.9366804674	1.4829787863
-66.764	0.8972401908	1.4432228287
-66.763	0.8972401908	1.4432228287
-66.762	0.8530637287	1.4093512224
-66.761	0.8342935696	1.3926480703
-66.76	0.8342935696	1.3926480703
-66.759	0.7767161965	1.327836706
-66.758	0.7767161965	1.327836706
-66.757	0.7767161965	1.327836706
-66.756	0.7767161965	1.327836706
-66.755	0.7767161965	1.327836706
-66.754	0.6971650878	1.2487341531
-66.753	0.6971650878	1.2487341531
-66.752	0.7039230514	1.267411824
-66.751	0.7039230514	1.267411824
-66.75	0.7039230514	1.267411824
-66.749	0.7039230514	1.267411824
-66.748	0.7258054717	1.3067935756
-66.747	0.7258054717	1.3067935756
-66.746	0.7320172398	1.3180014664
-66.745	0.7320172398	1.3180014664
-66.744	0.7208564863	1.3068284281
-66.743	0.7208564863	1.3068284281
-66.742	0.7151092132	1.301456329
-66.741	0.7151092132	1.301456329
-66.74	0.7177657478	1.3010121129
-66.739	0.7177657478	1.3010121129
-66.738	0.7177657478	1.3010121129
-66.737	0.6759894672	1.2382613079
-66.736	0.6759894672	1.2382613079
-66.735	0.6771733068	1.2481415747
-66.734	0.677020135	1.2511484732
-66.733	0.677020135	1.2511484732
-66.732	0.7112156312	1.2946185599
-66.731	0.7112156312	1.2946185599
-66.73	0.7112156312	1.2946185599
-66.729	0.731459535	1.3256382298
-66.728	0.729244034	1.3210784837
-66.727	0.729244034	1.3210784837
-66.726	0.7269914483	1.317671409
-66.725	0.7070100292	1.2910039219
-66.724	0.7087843012	1.286560423
-66.723	0.7087843012	1.286560423
-66.722	0.6844554125	1.2355854844
-66.721	0.6926172708	1.2382525701
-66.72	0.6926172708	1.2382525701
-66.719	0.6887449256	1.2234819324
-66.718	0.6887449256	1.2234819324
-66.717	0.706931741	1.2380432934
-66.716	0.706931741	1.2380432934
-66.715	0.7195652161	1.2426182133
-66.714	0.7340173614	1.2561991483
-66.713	0.7340173614	1.2561991483
-66.712	0.7599698904	1.282445557
-66.711	0.7637464049	1.2815932003
-66.71	0.7637464049	1.2815932003
-66.709	0.7629804335	1.2731115724
-66.708	0.7569619799	1.2610916314
-66.707	0.7413961147	1.2382540063
-66.706	0.7413961147	1.2382540063
-66.705	0.7413961147	1.2382540063
-66.704	0.6999577149	1.1772646924
-66.703	0.6999577149	1.1772646924
-66.702	0.6856903625	1.1703132625
-66.701	0.6815146316	1.1751636294
-66.7	0.6815146316	1.1751636294
-66.699	0.6911872226	1.1962789867
-66.698	0.6939864631	1.2002585612
-66.697	0.7036248189	1.2130681668
-66.696	0.7036248189	1.2130681668
-66.695	0.7366701406	1.2543320524
-66.694	0.7366701406	1.2543320524
-66.693	0.7366701406	1.2543320524
-66.692	0.7113242362	1.2403652154
-66.691	0.7147912767	1.2480837331
-66.69	0.7354310813	1.2735437999
-66.689	0.7354310813	1.2735437999
-66.688	0.7354310813	1.2735437999
-66.687	0.7745931335	1.3269258384
-66.686	0.7745931335	1.3269258384
-66.685	0.8213177201	1.3883476415
-66.684	0.80292361	1.3699806683
-66.683	0.80292361	1.3699806683
-66.682	0.80292361	1.3699806683
-66.681	0.7564838076	1.3238342115
-66.68	0.7564838076	1.3238342115
-66.679	0.7564838076	1.3238342115
-66.678	0.7072922359	1.2646337645
-66.677	0.6770372736	1.225262678
-66.676	0.6681066177	1.2119240366
-66.675	0.6681066177	1.2119240366
-66.674	0.656995068	1.1914588477
-66.673	0.6629253725	1.1956645668
-66.672	0.6629253725	1.1956645668
-66.671	0.6629253725	1.1956645668
-66.67	0.6820954168	1.2127474678
-66.669	0.6820954168	1.2127474678
-66.668	0.6605592318	1.182692391
-66.667	0.6600241803	1.1786844149
-66.666	0.6600241803	1.1786844149
-66.665	0.6915700976	1.2068218109
-66.664	0.6960463098	1.2024331353
-66.663	0.6960463098	1.2024331353
-66.662	0.6923972585	1.1753910277
-66.661	0.6923972585	1.1753910277
-66.66	0.6923972585	1.1753910277
-66.659	0.6716841264	1.1276195732
-66.658	0.6448198745	1.0889960829
-66.657	0.6295604708	1.0674677801
-66.656	0.6295604708	1.0674677801
-66.655	0.5856065551	1.0197292808
-66.654	0.5856065551	1.0197292808
-66.653	0.6091080639	1.0553684352
-66.652	0.6197880923	1.0783611381
-66.651	0.6197880923	1.0783611381
-66.65	0.6605857346	1.1472286044
-66.649	0.6605857346	1.1472286044
-66.648	0.6605857346	1.1472286044
-66.647	0.6779817865	1.1938300172
-66.646	0.6779817865	1.1938300172
-66.645	0.6779817865	1.1938300172
-66.644	0.6494250832	1.1645823747
-66.643	0.6494250832	1.1645823747
-66.642	0.6197395603	1.1200992859
-66.641	0.6197395603	1.1200992859
-66.64	0.6197395603	1.1200992859
-66.639	0.5999777755	1.0843938665
-66.638	0.5828435121	1.0631689592
-66.637	0.5828435121	1.0631689592
-66.636	0.5541129632	1.0284989479
-66.635	0.5592701153	1.0392520049
-66.634	0.5592701153	1.0392520049
-66.633	0.5592701153	1.0392520049
-66.632	0.5448644261	1.0297079338
-66.631	0.5448644261	1.0297079338
-66.63	0.5688931686	1.0644290704
-66.629	0.5906745016	1.0967540395
-66.628	0.5906745016	1.0967540395
-66.627	0.6188461392	1.1311663465
-66.626	0.6188461392	1.1311663465
-66.625	0.6188461392	1.1311663465
-66.624	0.615758077	1.1176195763
-66.623	0.615758077	1.1176195763
-66.622	0.615758077	1.1176195763
-66.621	0.6008826791	1.0808827427
-66.62	0.5858035206	1.0587440023
-66.619	0.5858035206	1.0587440023
-66.618	0.5858035206	1.0587440023
-66.617	0.5792265075	1.0558281068
-66.616	0.5792265075	1.0558281068
-66.615	0.5782913348	1.0659988941
-66.614	0.5782913348	1.0659988941
-66.613	0.5782913348	1.0659988941
-66.612	0.6061411978	1.1162258572
-66.611	0.6061411978	1.1162258572
-66.61	0.6061411978	1.1162258572
-66.609	0.6594387629	1.1896619371
-66.608	0.6785598307	1.2173792839
-66.607	0.6785598307	1.2173792839
-66.606	0.6785598307	1.2173792839
-66.605	0.6785598307	1.2173792839
-66.604	0.6796475746	1.2366626802
-66.603	0.6796475746	1.2366626802
-66.602	0.6796475746	1.2366626802
-66.601	0.6345275465	1.1914949918
-66.6	0.6446252213	1.2085462011
-66.599	0.6446252213	1.2085462011
-66.598	0.6375328143	1.2068525961
-66.597	0.6375328143	1.2068525961
-66.596	0.6375328143	1.2068525961
-66.595	0.623018296	1.2025995914
-66.594	0.5972830257	1.1746756659
-66.593	0.5972830257	1.1746756659
-66.592	0.6128877675	1.2012534083
-66.591	0.6128877675	1.2012534083
-66.59	0.6268085467	1.2223939148
-66.589	0.6268085467	1.2223939148
-66.588	0.6529678604	1.2539095867
-66.587	0.6529678604	1.2539095867
-66.586	0.6529678604	1.2539095867
-66.585	0.6806362209	1.289307846
-66.584	0.6806362209	1.289307846
-66.583	0.6935389458	1.3065757778
-66.582	0.6935389458	1.3065757778
-66.581	0.6935389458	1.3065757778
-66.58	0.6935389458	1.3065757778
-66.579	0.6935389458	1.3065757778
-66.578	0.695769515	1.3077287239
-66.577	0.6863747427	1.2945953736
-66.576	0.6863747427	1.2945953736
-66.575	0.6540290508	1.25077344
-66.574	0.6540290508	1.25077344
-66.573	0.6540290508	1.25077344
-66.572	0.6253123854	1.2204799247
-66.571	0.5949632031	1.1804519464
-66.57	0.5949632031	1.1804519464
-66.569	0.5949632031	1.1804519464
-66.568	0.5804868277	1.154952884
-66.567	0.5804868277	1.154952884
-66.566	0.5804868277	1.154952884
-66.565	0.5569453116	1.1255670503
-66.564	0.5569453116	1.1255670503
-66.563	0.5698403686	1.1433995756
-66.562	0.5698403686	1.1433995756
-66.561	0.5698403686	1.1433995756
-66.56	0.5799078546	1.1628089034
-66.559	0.5799078546	1.1628089034
-66.558	0.5799078546	1.1628089034
-66.557	0.6105664514	1.203486365
-66.556	0.6167484621	1.2130807808
-66.555	0.6167484621	1.2130807808
-66.554	0.6167484621	1.2130807808
-66.553	0.6167484621	1.2130807808
-66.552	0.5969708337	1.1942189692
-66.551	0.5969708337	1.1942189692
-66.55	0.5621902024	1.1498752625
-66.549	0.5621902024	1.1498752625
-66.548	0.5547803422	1.1421649912
-66.547	0.5547803422	1.1421649912
-66.546	0.5527394472	1.1348446447
-66.545	0.5527394472	1.1348446447
-66.544	0.5226432526	1.0909831876
-66.543	0.5002491726	1.0531281474
-66.542	0.5002491726	1.0531281474
-66.541	0.5002491726	1.0531281474
-66.54	0.4374567384	0.9495000498
-66.539	0.4374567384	0.9495000498
-66.538	0.4374567384	0.9495000498
-66.537	0.4374567384	0.9495000498
-66.536	0.4374567384	0.9495000498
-66.535	0.4376949208	0.9264218391
-66.534	0.445020875	0.930889451
-66.533	0.445020875	0.930889451
-66.532	0.4673051041	0.9681684334
-66.531	0.4907641123	1.0058242665
-66.53	0.4907641123	1.0058242665
-66.529	0.4907641123	1.0058242665
-66.528	0.4907641123	1.0058242665
-66.527	0.5335322287	1.0829760928
-66.526	0.5446239946	1.1002434929
-66.525	0.5446239946	1.1002434929
-66.524	0.5507061452	1.1115131402
-66.523	0.5467129559	1.1041471223
-66.522	0.5467129559	1.1041471223
-66.521	0.5467129559	1.1041471223
-66.52	0.5124157631	1.0458886717
-66.519	0.5124157631	1.0458886717
-66.518	0.5124157631	1.0458886717
-66.517	0.5124157631	1.0458886717
-66.516	0.5162419933	1.0156292656
-66.515	0.5020550708	0.992174205
-66.514	0.5020550708	0.992174205
-66.513	0.5020550708	0.992174205
-66.512	0.4979410003	0.9828901157
-66.511	0.4979410003	0.9828901157
-66.51	0.4979410003	0.9828901157
-66.509	0.4979410003	0.9828901157
-66.508	0.4979410003	0.9828901157
-66.507	0.5442751441	1.0326381902
-66.506	0.5442751441	1.0326381902
-66.505	0.5442751441	1.0326381902
-66.504	0.5807478065	1.0708818025
-66.503	0.5807478065	1.0708818025
-66.502	0.5807478065	1.0708818025
-66.501	0.5712007112	1.0556995329
-66.5	0.5712007112	1.0556995329
-66.499	0.5579218761	1.041504408
-66.498	0.5579218761	1.041504408
-66.497	0.5579218761	1.041504408
-66.496	0.5342048298	1.0218361903
-66.495	0.5342048298	1.0218361903
-66.494	0.4657286163	0.9366951822
-66.493	0.4637324135	0.9424761717
-66.492	0.4637324135	0.9424761717
-66.491	0.4637324135	0.9424761717
-66.49	0.4637324135	0.9424761717
-66.489	0.4637324135	0.9424761717
-66.488	0.4637324135	0.9424761717
-66.487	0.473276673	1.0006623954
-66.486	0.473276673	1.0006623954
-66.485	0.4907705867	1.0388401534
-66.484	0.4907705867	1.0388401534
-66.483	0.4907705867	1.0388401534
-66.482	0.5081707037	1.0857654309
-66.481	0.5081707037	1.0857654309
-66.48	0.5081707037	1.0857654309
-66.479	0.5081707037	1.0857654309
-66.478	0.5081707037	1.0857654309
-66.477	0.5120026486	1.1100015752
-66.476	0.5120026486	1.1100015752
-66.475	0.5120026486	1.1100015752
-66.474	0.5612536189	1.1818141474
-66.473	0.5612536189	1.1818141474
-66.472	0.5612536189	1.1818141474
-66.471	0.5612536189	1.1818141474
-66.47	0.5570056354	1.193102631
-66.469	0.5570056354	1.193102631
-66.468	0.5364236659	1.1736024502
-66.467	0.5364236659	1.1736024502
-66.466	0.5165869151	1.1605003767
-66.465	0.5165869151	1.1605003767
-66.464	0.4886451552	1.1336116448
-66.463	0.4886451552	1.1336116448
-66.462	0.4886451552	1.1336116448
-66.461	0.4793875695	1.1366509884
-66.46	0.4793875695	1.1366509884
-66.459	0.4793875695	1.1366509884
-66.458	0.4793875695	1.1366509884
-66.457	0.4793875695	1.1366509884
-66.456	0.5306294772	1.1596087917
-66.455	0.5306294772	1.1596087917
-66.454	0.5306294772	1.1596087917
-66.453	0.5302653072	1.1460037345
-66.452	0.5302653072	1.1460037345
-66.451	0.5302653072	1.1460037345
-66.45	0.5119125005	1.1116767244
-66.449	0.5119125005	1.1116767244
-66.448	0.5201623604	1.11279126
-66.447	0.5268321526	1.1160805416
-66.446	0.5268321526	1.1160805416
-66.445	0.5268321526	1.1160805416
-66.444	0.5648444446	1.1610654078
-66.443	0.5648444446	1.1610654078
-66.442	0.5648444446	1.1610654078
-66.441	0.5863118034	1.1859878932
-66.44	0.5863118034	1.1859878932
-66.439	0.5863118034	1.1859878932
-66.438	0.5863118034	1.1859878932
-66.437	0.6267967994	1.2344223594
-66.436	0.6267967994	1.2344223594
-66.435	0.6267967994	1.2344223594
-66.434	0.6267967994	1.2344223594
-66.433	0.6268847977	1.2363058279
-66.432	0.6268847977	1.2363058279
-66.431	0.6268847977	1.2363058279
-66.43	0.6268847977	1.2363058279
-66.429	0.5899023719	1.2011206678
-66.428	0.5899023719	1.2011206678
-66.427	0.5899023719	1.2011206678
-66.426	0.5899023719	1.2011206678
-66.425	0.6058399083	1.2285225093
-66.424	0.6058399083	1.2285225093
-66.423	0.6058399083	1.2285225093
-66.422	0.6256737583	1.2657924954
-66.421	0.6256737583	1.2657924954
-66.42	0.6256737583	1.2657924954
-66.419	0.6182719565	1.2832290162
-66.418	0.6182719565	1.2832290162
-66.417	0.5945919922	1.2734563126
-66.416	0.5945919922	1.2734563126
-66.415	0.5945919922	1.2734563126
-66.414	0.5422991224	1.2217218359
-66.413	0.5422991224	1.2217218359
-66.412	0.5692702171	1.2561048725
-66.411	0.5692702171	1.2561048725
-66.41	0.5836272755	1.2692505177
-66.409	0.5860502643	1.2681922722
-66.408	0.5860502643	1.2681922722
-66.407	0.5907172506	1.2778534355
-66.406	0.5907172506	1.2778534355
-66.405	0.5907172506	1.2778534355
-66.404	0.553729018	1.2453659262
-66.403	0.553729018	1.2453659262
-66.402	0.5000992199	1.1944880628
-66.401	0.5244792527	1.2300770224
-66.4	0.5244792527	1.2300770224
-66.399	0.5244792527	1.2300770224
-66.398	0.5244792527	1.2300770224
-66.397	0.5403462279	1.2865637282
-66.396	0.5403462279	1.2865637282
-66.395	0.5403462279	1.2865637282
-66.394	0.5403462279	1.2865637282
-66.393	0.5044093981	1.2865153562
-66.392	0.5044093981	1.2865153562
-66.391	0.5044093981	1.2865153562
-66.39	0.4755709604	1.2854865853
-66.389	0.4755709604	1.2854865853
-66.388	0.5116299505	1.3519264171
-66.387	0.5116299505	1.3519264171
-66.386	0.5194893301	1.3773866807
-66.385	0.5194893301	1.3773866807
-66.384	0.5194893301	1.3773866807
-66.383	0.5194893301	1.3773866807
-66.382	0.4326612126	1.2905843566
-66.381	0.4326612126	1.2905843566
-66.38	0.4381441795	1.3097198721
-66.379	0.4381441795	1.3097198721
-66.378	0.470249814	1.3652557637
-66.377	0.470249814	1.3652557637
-66.376	0.470249814	1.3652557637
-66.375	0.470249814	1.3652557637
-66.374	0.5100958019	1.4436601504
-66.373	0.5100958019	1.4436601504
-66.372	0.547234614	1.4955992496
-66.371	0.547234614	1.4955992496
-66.37	0.547234614	1.4955992496
-66.369	0.5950916294	1.5558040725
-66.368	0.5950916294	1.5558040725
-66.367	0.5950916294	1.5558040725
-66.366	0.6312083726	1.5931136204
-66.365	0.6312083726	1.5931136204
-66.364	0.6312083726	1.5931136204
-66.363	0.6312083726	1.5931136204
-66.362	0.6312083726	1.5931136204
-66.361	0.6312083726	1.5931136204
-66.36	0.6312083726	1.5931136204
-66.359	0.6312083726	1.5931136204
-66.358	0.6312083726	1.5931136204
-66.357	0.6312083726	1.5931136204
-66.356	0.6312083726	1.5931136204
-66.355	0.6312083726	1.5931136204
-66.354	0.6312083726	1.5931136204
-66.353	0.6312083726	1.5931136204
-66.352	0.6312083726	1.5931136204
-66.351	0.6312083726	1.5931136204
-66.35	0.6312083726	1.5931136204
-66.349	0.6312083726	1.5931136204
-66.348	0.6312083726	1.5931136204
-66.347	0.5819920994	1.4893654845
-66.346	0.5819920994	1.4893654845
-66.345	0.5819920994	1.4893654845
-66.344	0.5589753439	1.4424505436
-66.343	0.5195027045	1.3853067789
-66.342	0.5195027045	1.3853067789
-66.341	0.5195027045	1.3853067789
-66.34	0.4345954107	1.2951132739
-66.339	0.4345954107	1.2951132739
-66.338	0.4345954107	1.2951132739
-66.337	0.3838995988	1.2620646602
-66.336	0.3838995988	1.2620646602
-66.335	0.4014556235	1.2993240409
-66.334	0.4014556235	1.2993240409
-66.333	0.4203471008	1.3360540235
-66.332	0.4203471008	1.3360540235
-66.331	0.4541009738	1.3863557679
-66.33	0.4541009738	1.3863557679
-66.329	0.4641504624	1.4108904596
-66.328	0.4641504624	1.4108904596
-66.327	0.4641504624	1.4108904596
-66.326	0.3998548899	1.3692535007
-66.325	0.3998548899	1.3692535007
-66.324	0.3794607511	1.3734367316
-66.323	0.368068066	1.3748885878
-66.322	0.3676490582	1.3876468496
-66.321	0.3676490582	1.3876468496
-66.32	0.3755468197	1.4202618998
-66.319	0.3755468197	1.4202618998
-66.318	0.3755468197	1.4202618998
-66.317	0.3283358514	1.3976901672
-66.316	0.3330672223	1.4102860982
-66.315	0.3196998131	1.3983888301
-66.314	0.3196998131	1.3983888301
-66.313	0.3264470044	1.4143694426
-66.312	0.3098791644	1.4025064401
-66.311	0.2788445834	1.3742586006
-66.31	0.2788445834	1.3742586006
-66.309	0.2788445834	1.3742586006
-66.308	0.2140558692	1.3362768009
-66.307	0.2140558692	1.3362768009
-66.306	0.1878108864	1.3447352319
-66.305	0.1704446987	1.3483443936
-66.304	0.1704446987	1.3483443936
-66.303	0.1718415343	1.3924934153
-66.302	0.174493521	1.4117469711
-66.301	0.1819902146	1.4311597202
-66.3	0.1902655293	1.4492998273
-66.299	0.1902655293	1.4492998273
-66.298	0.1825928562	1.4509471743
-66.297	0.1825928562	1.4509471743
-66.296	0.1825928562	1.4509471743
-66.295	0.157711842	1.4288806677
-66.294	0.1486045261	1.4205443704
-66.293	0.1486045261	1.4205443704
-66.292	0.119508783	1.3898832113
-66.291	0.1018887533	1.3699393762
-66.29	0.0950638254	1.3661876591
-66.289	0.0899425064	1.3666925491
-66.288	0.0899425064	1.3666925491
-66.287	0.0264199213	1.300157802
-66.286	0.0203429339	1.2973832963
-66.285	0.0203429339	1.2973832963
-66.284	0.0203429339	1.2973832963
-66.283	0.043052142	1.3377520957
-66.282	0.0456649001	1.3458169347
-66.281	0.0595668501	1.3637024811
-66.28	0.0760468774	1.3810867767
-66.279	0.0760468774	1.3810867767
-66.278	0.0425533113	1.3313971596
-66.277	0.0425533113	1.3313971596
-66.276	0.0304908316	1.3159350652
-66.275	0.0149589652	1.2992968321
-66.274	0.0149589652	1.2992968321
-66.273	0.0149589652	1.2992968321
-66.272	-0.0199391701	1.2822461248
-66.271	-0.0199391701	1.2822461248
-66.27	-0.0496916597	1.2721758313
-66.269	-0.0534557332	1.2772906026
-66.268	-0.0547203618	1.2854724257
-66.267	-0.0390416365	1.3087591819
-66.266	-0.0390416365	1.3087591819
-66.265	-0.0390416365	1.3087591819
-66.264	-0.0026471724	1.3381961195
-66.263	-0.0026471724	1.3381961195
-66.262	-0.0097774399	1.2983853668
-66.261	-0.0097774399	1.2983853668
