""	"output_series_d18O"	"output_series_d13C"
-64.53	0.2342490592	1.0761529887
-64.52	0.1704281185	0.9905684337
-64.51	0.1619699373	0.9793736157
-64.5	0.1647727758	0.9739567761
-64.49	0.1679546063	0.978881678
-64.48	0.1552901017	0.9436633372
-64.47	0.1798649448	0.9593194413
-64.46	0.1776476308	0.9504040194
-64.45	0.2254025548	0.9947045105
-64.44	0.2708766362	1.0467329614
-64.43	0.3185276149	1.1272547088
-64.42	0.3303365568	1.1266351655
-64.41	0.3360038079	1.1203277523
-64.4	0.3270732795	1.0815035691
-64.39	0.3979362826	1.1738003418
-64.38	0.3488419234	1.127306922
-64.37	0.3769881177	1.2150235881
-64.36	0.3374477749	1.1830187172
-64.35	0.3052902617	1.1955639596
-64.34	0.2355427045	1.1411724311
-64.33	0.2355427045	1.1411724311
-64.32	0.2843036501	1.1609788809
-64.31	0.2808413301	1.1591942244
-64.3	0.2712445023	1.1846167749
-64.29	0.2230327548	1.1538632927
-64.28	0.3124158363	1.2626512917
-64.27	0.3659669772	1.2980391536
-64.26	0.3312948524	1.2503293229
-64.25	0.3171873833	1.2198828977
-64.24	0.1746692144	1.0670719754
-64.23	0.1746692144	1.0670719754
-64.22	0.1746692144	1.0670719754
-64.21	0.2423844124	1.2266923615
-64.2	0.2361892482	1.2614820818
-64.19	0.1718750481	1.1739147191
-64.18	0.2286353089	1.2266618191
-64.17	0.1455178873	1.1001471395
-64.16	0.1776955764	1.1106077689
-64.15	0.1776955764	1.1106077689
-64.14	0.0917420614	0.976693117
-64.13	0.1358134908	0.996540285
-64.12	0.2036892209	1.0454914442
-64.11	0.1620851792	0.9762313247
-64.1	0.1722426626	0.9996276019
-64.09	0.1553241323	0.9822343261
-64.08	0.130090723	0.9713104407
-64.07	0.1039298795	0.9417365024
-64.06	0.0897969121	0.9242141095
-64.05	0.1599507518	0.9901695296
-64.04	0.2332354114	1.0669733205
-64.03	0.1946049922	1.0034955827
-64.02	0.167239343	0.9654693354
-64.01	0.2132850241	1.0148241022
-64	0.2630406707	1.0590732692
-63.99	0.2695541406	1.0362576531
-63.98	0.2725780795	1.0354774662
-63.97	0.3410761693	1.1205362513
-63.96	0.2056843356	0.9613410229
-63.95	0.245268215	1.0471953498
-63.94	0.2427657246	1.0890886612
-63.93	0.1292192904	0.9788903211
-63.92	0.0994007668	0.9471100863
-63.91	0.1104055849	0.9686910914
-63.9	0.2040398691	1.0966600705
-63.89	0.2142427338	1.1211615054
-63.88	0.1775787308	1.1049207385
-63.87	0.0778572126	1.0202328928
-63.86	0.1332306903	1.1249926051
-63.85	0.0348121927	1.0144949708
-63.84	0.1216353192	1.1094215215
-63.83	0.0866381995	1.0441649967
-63.82	0.1583695259	1.1013762641
-63.81	0.1682955716	1.0966837478
-63.8	0.3146063459	1.2389569927
-63.79	0.2466033702	1.1455376585
-63.78	0.2434700446	1.1430696622
-63.77	0.2357270634	1.1353845293
-63.76	0.2408968382	1.1402924204
-63.75	0.1785372114	1.0758835573
-63.74	0.1211284066	1.0248285372
-63.73	0.0416903007	0.9245214566
-63.72	0.060820628	0.9330172288
-63.71	0.0733583486	0.9441602318
-63.7	0.1174497668	0.9982885435
-63.69	0.0295276032	0.8980650638
-63.68	0.087358802	1.0216713603
-63.67	0.0886959529	1.0382728579
-63.66	0.0560222019	1.0106041683
-63.65	0.0121146163	0.9594816973
-63.64	0.0121146163	0.9594816973
-63.63	-0.0496883977	0.8039912563
-63.62	-0.0762411409	0.7177710511
-63.61	-0.0762411409	0.7177710511
-63.6	0.0450734627	0.8429061691
-63.59	0.0450734627	0.8429061691
-63.58	0.1487404665	0.9884893895
-63.57	0.1201774728	0.95778278
-63.56	0.1248769732	0.9775388757
-63.55	0.0924916002	0.9584635026
-63.54	0.0891593351	0.9827620616
-63.53	0.1313055258	1.0553317027
-63.52	0.1313055258	1.0553317027
-63.51	0.0557153128	1.0066779029
-63.5	0.1004337992	1.0292096479
-63.49	0.1831647554	1.0387818285
-63.48	0.2258789931	1.0578941349
-63.47	0.2193210153	1.0129165059
-63.46	0.2807841341	1.0618630523
-63.45	0.3115668877	1.0666494615
-63.44	0.2625842217	1.0227856717
-63.43	0.2968978424	1.0921885198
-63.42	0.277339852	1.0744034771
-63.41	0.1549661118	0.968664985
-63.4	0.1549661118	0.968664985
-63.39	0.0746208816	0.8883977443
-63.38	0.0710949176	0.8683562043
-63.37	0.0021989305	0.7583313015
-63.36	0.0575126918	0.8019610819
-63.35	0.0381959828	0.7638383984
-63.34	0.0760116295	0.7938453386
-63.33	0.0886288488	0.8186258703
-63.32	0.1634308434	0.917056412
-63.31	0.1919975418	0.9508477537
-63.3	0.241230621	1.0110137004
-63.29	0.201402146	0.9435325706
-63.28	0.1251792346	0.832890659
-63.27	0.1189926632	0.7849184844
-63.26	0.1315634834	0.767225424
-63.25	0.1328967852	0.7595729925
-63.24	0.1642745337	0.7774841946
-63.23	0.168559751	0.7610406816
-63.22	0.28199033	0.9144101138
-63.21	0.2968219003	0.9187873921
-63.2	0.3126835915	0.9454836005
-63.19	0.3252340578	0.9792415936
-63.18	0.3840976688	1.0334455515
-63.17	0.342185836	0.9579355217
-63.16	0.2767169389	0.91993264
-63.15	0.3063233589	0.9900426132
-63.14	0.3172930887	1.0061181646
-63.13	0.3043656398	0.9811569402
-63.12	0.3698937932	1.075688382
-63.11	0.3780635591	1.0933747849
-63.1	0.3919303969	1.152925576
-63.09	0.3521725947	1.1695631638
-63.08	0.2437094703	1.1136937399
-63.07	0.1682861967	1.0460017937
-63.06	0.1405679448	1.0683656139
-63.05	0.1299509028	1.0801064432
-63.04	0.1941546828	1.1586092816
-63.03	0.2490387459	1.1925436916
-63.02	0.1856451281	1.0953512895
-63.01	0.2691337184	1.1430116731
-63	0.3002516182	1.147223046
-62.99	0.2718604545	1.1201111988
-62.98	0.2063028441	1.0012375672
-62.97	0.1212879114	0.8994813797
-62.96	0.1532462526	0.9266294065
-62.95	0.1928023282	0.9632003968
-62.94	0.1928023282	0.9632003968
-62.93	0.2340672665	1.0506256383
-62.92	0.209797808	1.0349207608
-62.91	0.1713498122	1.0268024299
-62.9	0.1488467325	1.0089881899
-62.89	0.1767271195	1.0174148286
-62.88	0.1724169466	0.9978699091
-62.87	0.0747984631	0.8545324954
-62.86	0.0729382845	0.8240651146
-62.85	0.1760590898	0.9539574915
-62.84	0.1451495237	0.9034654596
-62.83	0.1760297705	0.921007051
-62.82	0.2424582761	0.9722405575
-62.81	0.3350950858	1.0333882954
-62.8	0.4824065917	1.154450276
-62.79	0.4512520872	1.0692149571
-62.78	0.4251109687	1.04078603
-62.77	0.5168093882	1.1671025691
-62.76	0.5168093882	1.1671025691
-62.75	0.5413267706	1.1718417949
-62.74	0.4719579764	1.1037436031
-62.73	0.439509807	1.1010429676
-62.72	0.5168750651	1.1904933657
-62.71	0.4466823968	1.1337890693
-62.7	0.4453898961	1.1461249496
-62.69	0.4626146705	1.172015107
-62.68	0.4197623958	1.1090951802
-62.67	0.5211711357	1.2447960546
-62.66	0.4539999975	1.1339752272
-62.65	0.4268444086	1.0684420949
-62.64	0.46192655	1.0845098663
-62.63	0.5091959021	1.1653217533
-62.62	0.5274804443	1.2028955589
-62.61	0.4342311686	1.0940382519
-62.6	0.3796540603	1.0498713907
-62.59	0.2991584842	0.9803771838
-62.58	0.1996731392	0.8783375232
-62.57	0.2697564382	0.9122181772
-62.56	0.3831701072	0.9818070429
-62.55	0.3281164489	0.8748604822
-62.54	0.2649487483	0.7831928895
-62.53	0.2124725437	0.6683723196
-62.52	0.3019548836	0.7698279842
-62.51	0.3357895511	0.7892351318
-62.5	0.4275009604	0.8724725166
-62.49	0.4977308095	0.9547049586
-62.48	0.4434240778	0.8756007829
-62.47	0.4799588406	0.9089737971
-62.46	0.4997685447	0.9577856777
-62.45	0.5232553108	0.9749471882
-62.44	0.4633335679	0.8392228925
-62.43	0.4799822517	0.8482249762
-62.42	0.4968842648	0.8076898014
-62.41	0.5658613603	0.8554335132
-62.4	0.5662126342	0.8121015977
-62.39	0.5549838434	0.7826394528
-62.38	0.6144202787	0.8946928828
-62.37	0.6015843485	0.8933286184
-62.36	0.6104527802	0.9350861086
-62.35	0.6039500475	0.9493182656
-62.34	0.6331921709	1.0204371392
-62.33	0.6141273185	0.9896027144
-62.32	0.6588538023	1.03035276
-62.31	0.6193285031	0.9388252279
-62.3	0.6711454139	0.9604190725
-62.29	0.7477943128	1.0254233807
-62.28	0.7753931019	1.0670656159
-62.27	0.7660498315	1.0714798544
-62.26	0.7253501606	1.0679226751
-62.25	0.7420124087	1.1632658478
-62.24	0.7542613387	1.2238745393
-62.23	0.7628158321	1.2616627917
-62.22	0.7024334888	1.1605100571
-62.21	0.69437087	1.1280825078
-62.2	0.7162279481	1.1595917804
-62.19	0.7113543029	1.1697548936
-62.18	0.6842065876	1.1271519184
-62.17	0.6406080363	1.0612484621
-62.16	0.6540128536	1.0832642793
-62.15	0.5519180228	0.9463707748
-62.14	0.3502230044	0.6778325625
-62.13	0.2212352484	0.4693656073
-62.12	0.2196485067	0.4242896135
-62.11	0.270380905	0.4642537782
-62.1	0.2079147146	0.3715794179
-62.09	0.2665413661	0.4694123117
-62.08	0.4121969989	0.6803120998
-62.07	0.4810994117	0.8058929757
-62.06	0.5017246486	0.8442504916
-62.05	0.4086867301	0.7350662058
-62.04	0.3557128892	0.6661950441
-62.03	0.2415417808	0.5010412426
-62.02	0.1997210436	0.4423731223
-62.01	0.2567559355	0.5261393079
-62	0.32567449	0.6171527225
-61.99	0.4927473723	0.864847187
-61.98	0.5260278675	0.8982743798
-61.97	0.52217431	0.9366990075
-61.96	0.5516972157	0.9902305237
-61.95	0.637063539	1.0761553576
-61.94	0.6439402225	1.0729548476
-61.93	0.6043702097	1.0160050402
-61.92	0.5745577364	1.0035663732
-61.91	0.4879156854	0.9237574419
-61.9	0.5053796912	0.9359558453
-61.89	0.5194101699	0.9653699204
-61.88	0.5353497213	0.9664320119
-61.87	0.5796722893	1.0096454723
-61.86	0.5459753794	0.928273823
-61.85	0.5405125353	0.8758566189
-61.84	0.5188445887	0.8287028934
-61.83	0.5188445887	0.8287028934
-61.82	0.5602228692	0.8676762762
-61.81	0.5203924562	0.8091714583
-61.8	0.586662776	0.9375245857
-61.79	0.6383317397	1.0118436908
-61.78	0.6114102403	0.970838397
-61.77	0.5598411353	0.9180007247
-61.76	0.4630469556	0.7962415859
-61.75	0.3970648645	0.7505152396
-61.74	0.3979256667	0.7241891459
-61.73	0.3138758329	0.6123486182
-61.72	0.4749286384	0.8244483829
-61.71	0.4573009202	0.8256548266
-61.7	0.4272920938	0.8018213732
-61.69	0.4939120166	0.895512173
-61.68	0.5435032908	0.9725074655
-61.67	0.571482475	1.026876187
-61.66	0.5078943065	0.955988625
-61.65	0.4566987098	0.9374645726
-61.64	0.4291873433	0.9157912848
-61.63	0.433292574	0.9231530673
-61.62	0.4303773998	0.9317818606
-61.61	0.4797796152	1.0197377335
-61.6	0.4487901673	0.9817717089
-61.59	0.5209725873	1.037353719
-61.58	0.5200836206	1.0492187496
-61.57	0.5724777868	1.1108503755
-61.56	0.6494550701	1.2143052576
-61.55	0.6508507072	1.2321274402
-61.54	0.556267546	1.1652765027
-61.53	0.4379939654	0.9370817367
-61.52	0.4204300497	0.893862915
-61.51	0.5015867697	1.028422701
-61.5	0.4826273674	1.0477775874
-61.49	0.4826273674	1.0477775874
-61.48	0.4994293107	1.1723984141
-61.47	0.477520608	1.1905553894
-61.46	0.5467020966	1.2871506321
-61.45	0.5176832677	1.2476776023
-61.44	0.4884460775	1.2321837017
-61.43	0.4677868043	1.2466388847
-61.42	0.4864254843	1.2631175497
-61.41	0.4465947236	1.2171215804
-61.4	0.2956442227	1.0538210135
-61.39	0.2516570252	1.0476289111
-61.38	0.1387102519	0.8610324723
-61.37	0.0333021425	0.6908485303
-61.36	0.1418770198	0.8041166275
-61.35	0.1663398621	0.7970133096
-61.34	0.217948023	0.8392662787
-61.33	0.1659455422	0.7812892082
-61.32	0.0979568171	0.6787088303
-61.31	0.1919832905	0.7664415753
-61.3	0.2415812781	0.7961808605
-61.29	0.2427126072	0.7739899464
-61.28	0.1473775257	0.6203060763
-61.27	0.2056474411	0.6565094041
-61.26	0.2358864734	0.6520650777
-61.25	0.3514046942	0.7298853047
-61.24	0.4617039815	0.8572393314
-61.23	0.4617039815	0.8572393314
-61.22	0.532364318	0.9023458859
-61.21	0.5746332866	0.9466033959
-61.2	0.5802553558	0.9308136114
-61.19	0.5781072985	0.9637165652
-61.18	0.5333167841	0.9261300774
-61.17	0.494370179	0.929391332
-61.16	0.5640691357	1.0557808687
-61.15	0.5907383553	1.1161387072
-61.14	0.5774416411	1.1316888628
-61.13	0.6267841984	1.1969682474
-61.12	0.6821845784	1.2936717864
-61.11	0.654603989	1.2969842691
-61.1	0.6903119246	1.3832364382
-61.09	0.7127799917	1.4659582059
-61.08	0.6348773035	1.3958772977
-61.07	0.6302314284	1.4173215924
-61.06	0.5986635816	1.3938033984
-61.05	0.5461426743	1.3178147189
-61.04	0.5461426743	1.3178147189
-61.03	0.654653461	1.3795849261
-61.02	0.6814922466	1.4080083933
-61.01	0.7102948408	1.4587287994
-61	0.7000001958	1.4766860407
-60.99	0.608787709	1.3978283896
-60.98	0.5596774518	1.3393125755
-60.97	0.6244576815	1.4029221945
-60.96	0.6084955038	1.361337041
-60.95	0.5873569092	1.30711859
-60.94	0.5763553339	1.324829077
-60.93	0.5417071175	1.3189098286
-60.92	0.5417071175	1.3189098286
-60.91	0.648507973	1.4846061078
-60.9	0.6572354772	1.4910421505
-60.89	0.6149506498	1.4401485795
-60.88	0.5957026401	1.4308983827
-60.87	0.51075032	1.3462894761
-60.86	0.531551784	1.3788623835
-60.85	0.5234896838	1.3712488442
-60.84	0.5703902681	1.4222561634
-60.83	0.6214074062	1.4675921056
-60.82	0.5610796969	1.3981904801
-60.81	0.6357132621	1.5059382577
-60.8	0.6846983072	1.5790927869
-60.79	0.7046222928	1.6258763187
-60.78	0.7154045156	1.663015212
-60.77	0.694238654	1.6580660623
-60.76	0.6325117872	1.580591241
-60.75	0.6180755234	1.5709134482
-60.74	0.6228984604	1.5679674466
-60.73	0.6354324089	1.5618498707
-60.72	0.7366197823	1.6790727019
-60.71	0.7199183947	1.6350781985
-60.7	0.7297850636	1.6173131307
-60.69	0.7595012909	1.6321908696
-60.68	0.7377231609	1.573502957
-60.67	0.7957613336	1.6466255934
-60.66	0.7814378177	1.6252660634
-60.65	0.6861645127	1.5008701844
-60.64	0.6849293902	1.4935941798
-60.63	0.711383434	1.4972031752
-60.62	0.7343980989	1.5216318545
-60.61	0.7179698259	1.4937239813
-60.6	0.699530729	1.4944211454
-60.59	0.6929228621	1.5267061844
-60.58	0.7086089873	1.595731051
-60.57	0.7463152235	1.6498762243
-60.56	0.7189021943	1.6075232066
-60.55	0.7128895252	1.608564408
-60.54	0.6886971168	1.5783438831
-60.53	0.6423416987	1.5152113254
-60.52	0.6678879408	1.520024236
-60.51	0.5226682807	1.2774520245
-60.5	0.5878502942	1.3474634039
-60.49	0.6319333157	1.3867402507
-60.48	0.5508694711	1.2856154068
-60.47	0.55775141	1.3072468594
-60.46	0.5744256476	1.3310596045
-60.45	0.6942060022	1.4688980288
-60.44	0.6963219094	1.4736850344
-60.43	0.7035889941	1.4983267664
-60.42	0.7063738489	1.5112661468
-60.41	0.6896893765	1.4901213287
-60.4	0.5941404235	1.3682607515
-60.39	0.592288886	1.3869786424
-60.38	0.5627254881	1.3952880425
-60.37	0.6331345272	1.483421876
-60.36	0.6458052751	1.5279163553
-60.35	0.7153892656	1.6228278867
-60.34	0.7276823536	1.6508178645
-60.33	0.7413472056	1.6979091427
-60.32	0.7113212995	1.6900054826
-60.31	0.6073230407	1.5634355564
-60.3	0.5790611791	1.5115966269
-60.29	0.5161435026	1.4187469096
-60.28	0.6096333268	1.5203472553
-60.27	0.6366480428	1.5572067807
-60.26	0.6318925955	1.5426873976
-60.25	0.6663621205	1.5763118179
-60.24	0.6843063853	1.5730961957
-60.23	0.7117730757	1.5863757277
-60.22	0.7467240726	1.6258122277
-60.21	0.7201781592	1.5894775788
-60.2	0.7503144543	1.6160966255
-60.19	0.7558204994	1.6065580626
-60.18	0.710577249	1.5322529664
-60.17	0.8173378816	1.685574897
-60.16	0.8200642516	1.7048611623
-60.15	0.8110891521	1.7033921648
-60.14	0.7400302319	1.6149998473
-60.13	0.6789688821	1.5333084589
-60.12	0.684820596	1.5250129315
-60.11	0.6949044717	1.5125091527
-60.1	0.662146469	1.4786939438
-60.09	0.6895745647	1.5101253631
-60.08	0.7285637988	1.5355996905
-60.07	0.7276057879	1.5375395675
-60.06	0.7518930462	1.5836633104
-60.05	0.724006619	1.5240931029
-60.04	0.6720590258	1.4368223284
-60.03	0.6573197348	1.4073681205
-60.02	0.63867709	1.388047487
-60.01	0.6298964849	1.3873607953
-60	0.5458634688	1.2916457365
-59.99	0.5933517418	1.3535991974
-59.98	0.6415896104	1.4217311492
-59.97	0.6926848161	1.4914775557
-59.96	0.7281275111	1.5395727202
-59.95	0.7422125452	1.5684707584
-59.94	0.7227644931	1.5502771599
-59.93	0.663139133	1.4593199978
-59.92	0.6342362691	1.4333571013
-59.91	0.6383072368	1.435299956
-59.9	0.5975223816	1.3700543233
-59.89	0.6404414211	1.3990385356
-59.88	0.6822060256	1.4166590125
-59.87	0.7479000583	1.491873662
-59.86	0.6549563952	1.3790353588
-59.85	0.7198650053	1.4625343189
-59.84	0.7469352727	1.5114715905
-59.83	0.7438899012	1.530402128
-59.82	0.7485528958	1.5557883532
-59.81	0.7584412684	1.5741611318
-59.8	0.7366902664	1.5682675221
-59.79	0.7692397424	1.6149159399
-59.78	0.7906156695	1.6613256165
-59.77	0.7706999061	1.622494774
-59.76	0.7041426024	1.5082198941
-59.75	0.6172321218	1.3407198961
-59.74	0.6461406837	1.3657786947
-59.73	0.603064268	1.3041521526
-59.72	0.5733999867	1.2865837819
-59.71	0.6536858749	1.3889241468
-59.7	0.6782285894	1.4344987776
-59.69	0.6862532587	1.4437764168
-59.68	0.7317816563	1.5045529555
-59.67	0.7253963989	1.501511369
-59.66	0.6739351841	1.4384785375
-59.65	0.6330526516	1.3899497678
-59.64	0.621472866	1.3588928809
-59.63	0.6307582314	1.3810409331
-59.62	0.5924072948	1.3232666236
-59.61	0.6326546356	1.3821685191
-59.6	0.580293319	1.3099387141
-59.59	0.6299093943	1.3798658458
